Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity
FXS5703,FXGO,24-Oct-2025,24-Oct-2025,24-Oct-2025,Y,26-Oct-2025,CUST005703,Matthew Walker Non-Banking Fin Co,Broker,Michael Keith Pvt Ltd Company,Credit-HK,Forex,Forex-Spot,ZAR/INR,ZAR,INR,4.5222,98687404.82,446287640.03,5526494.67,Buy,986874.05,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5704,Kondorplus,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2025,CUST005704,Tony Walker Finance Company,OTC,Shannon O'Brien-Dickinson Mutual Fund,FixedIncome-LON,Forex,Forex-Spot,EGP/ZAR,EGP,ZAR,0.3891,35549858.46,13831776.2,746547.03,Sell,177749.29,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5705,Bacardi,23-Apr-2024,23-Apr-2024,23-Apr-2024,Y,25-Apr-2024,CUST005705,Thomas Howell Pvt Ltd Company,OTC,Gunbir Sampath Mutual Fund,FixedIncome-NY,Forex,Forex-Spot,VEF/EUR,VEF,EUR,0.083,72493797.43,6017019.48,5799503.79,Sell,724937.97,EBS,New,N,Y,Y,Physical,BKUS
FXS5706,FXGO,09-May-2023,09-May-2023,09-May-2023,Y,11-May-2023,CUST005706,Christina Edwards Non-Banking Fin Co,OTC,Amy Finch Pvt Ltd Company,Equity-HK,Forex,Forex-Spot,VEF/ZAR,VEF,ZAR,1.3317,104147613.77,138694302.35,8331809.1,Buy,520738.07,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5707,Kondorplus,14-Mar-2023,14-Mar-2023,14-Mar-2023,Y,16-Mar-2023,CUST005707,Dr Frederick Parsons Pvt Ltd Company,Broker,Elizabeth Frazier Non-Banking Fin Co,FixedIncome-LON,Forex,Forex-Spot,SGD/AUD,SGD,AUD,1.1266,1550662.4,1747035.81,1209516.67,Sell,15506.62,EBS,New,Y,Y,Y,Physical,BKUS
FXS5708,Bacardi,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST005708,Mr Francis Welch Non-Banking Fin Co,Broker,Wishi Rai Non-Banking Fin Co,FixedIncome-HK,Forex,Forex-Spot,CNY/AUD,CNY,AUD,0.2204,71426535.29,15741289.11,9999714.94,Sell,357132.68,EBS,New,Y,Y,Y,Physical,BKUS
FXS5709,FXGO,20-Jun-2024,20-Jun-2024,20-Jun-2024,Y,22-Jun-2024,CUST005709,James Martinez Mutual Fund,OTC,Rayaan Garg Pub Ltd Company,FixedIncome-HK,Forex,Forex-Spot,CNY/EUR,CNY,EUR,0.1208,19235479.12,2324525.11,2692967.08,Buy,96177.4,Reutuers,New,N,Y,Y,Physical,BKUS
FXS5710,Bacardi,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Nov-2025,CUST005710,Damyanti Biswas Pvt Ltd Company,Broker,Marian Walton Non-Banking Fin Co,Credit-NY,Forex,Forex-Spot,VEF/ZAR,VEF,ZAR,1.3658,33135171.18,45255587.8,2650813.69,Buy,165675.86,EBS,New,Y,Y,Y,Physical,BKUS
FXS5711,Bacardi,05-Apr-2024,05-Apr-2024,05-Apr-2024,Y,07-Apr-2024,CUST005711,Matthew Alvarez Banking Ltd,Broker,Gary Nichols Non-Banking Fin Co,FixedIncome-NY,Forex,Forex-Spot,CNY/SGD,CNY,SGD,0.1786,66130717.93,11812421.54,9258300.51,Buy,661307.18,EBS,New,Y,Y,Y,Physical,BKUS
FXS5712,FXGO,02-Jan-2025,02-Jan-2025,02-Jan-2025,Y,04-Jan-2025,CUST005712,Madhavi Gera Brokers Ltd,OTC,Shane Slater Pvt Ltd Company,Equity-HK,Forex,Forex-Spot,USD/VEF,USD,VEF,11.9171,6771811.4,80700063.44,6771811.4,Buy,67718.11,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5713,Kondorplus,16-Jun-2023,16-Jun-2023,16-Jun-2023,Y,18-Jun-2023,CUST005713,Lauren Johnson Non-Banking Fin Co,OTC,Onveer Dara Mutual Fund,Forex-LON,Forex,Forex-Spot,SGD/DKK,SGD,DKK,5.227,9508825.26,49702588.93,7416883.71,Sell,47544.13,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5714,FXGO,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST005714,Jeffrey Stone Non-Banking Fin Co,OTC,Krishna Vora Banking Ltd,FixedIncome-LON,Forex,Forex-Spot,USD/EGP,USD,EGP,48.7485,4343548.86,211741382.29,4343548.86,Buy,43435.49,EBS,New,Y,Y,N,Physical,BKUS
FXS5715,Bacardi,20-Jun-2023,20-Jun-2023,20-Jun-2023,Y,22-Jun-2023,CUST005715,Anne Berger Pub Ltd Company,OTC,Mallory Myers Non-Banking Fin Co,Credit-LON,Forex,Forex-Spot,USD/GBP,USD,GBP,0.7586,6518373.78,4944541.17,6518373.78,Sell,65183.74,EBS,New,Y,Y,Y,Physical,BKUS
FXS5716,Bacardi,02-Aug-2023,02-Aug-2023,02-Aug-2023,Y,04-Aug-2023,CUST005716,Sai Keer Mutual Fund,Broker,Catherine Shannon DVM Brokers Ltd,Forex-NY,Forex,Forex-Spot,CNY/SGD,CNY,SGD,0.1574,48204540.47,7588430.07,6748635.67,Buy,241022.7,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5717,Bacardi,18-Oct-2023,18-Oct-2023,18-Oct-2023,Y,20-Oct-2023,CUST005717,Stacy Phillips Pvt Ltd Company,OTC,Dr Gareth Parsons Finance Company,Equity-NY,Forex,Forex-Spot,CNY/JPY,CNY,JPY,19.1255,46221484.36,884006909.65,6471007.81,Buy,231107.42,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5718,Bacardi,29-Sep-2023,29-Sep-2023,29-Sep-2023,Y,01-Oct-2023,CUST005718,Shaun Adams Mutual Fund,Broker,Barbara Blake Non-Banking Fin Co,Equity-NY,Forex,Forex-Spot,EGP/GBP,EGP,GBP,0.0159,163645091.82,2597588.1,3436546.93,Buy,1636450.92,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5719,Kondorplus,30-Jun-2023,30-Jun-2023,30-Jun-2023,Y,02-Jul-2023,CUST005719,Andrew Miranda Banking Ltd,Broker,April Cabrera Pub Ltd Company,FixedIncome-LON,Forex,Forex-Spot,ZAR/AUD,ZAR,AUD,0.0815,50213891.86,4093018.02,2811977.94,Buy,502138.92,EBS,New,Y,N,Y,Physical,BKUS
FXS5720,Kondorplus,22-May-2025,22-May-2025,22-May-2025,Y,24-May-2025,CUST005720,Upma Mishra Finance Company,Broker,Amy Neal Brokers Ltd,Credit-HK,Forex,Forex-Spot,SGD/CNY,SGD,CNY,4.8617,11618394.55,56485359.12,9062347.75,Buy,58091.97,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5721,Kondorplus,11-Feb-2025,11-Feb-2025,11-Feb-2025,Y,13-Feb-2025,CUST005721,Rhys Young Finance Company,OTC,Zachary Frank Finance Company,FixedIncome-HK,Forex,Forex-Spot,EGP/SGD,EGP,SGD,0.0306,146508085.7,4490400.71,3076669.8,Buy,732540.43,Bloomberg,New,Y,Y,N,Physical,BKUS
FXS5722,FXGO,01-Feb-2023,01-Feb-2023,01-Feb-2023,Y,03-Feb-2023,CUST005722,Dale Robertson Pvt Ltd Company,OTC,Charles Price Pub Ltd Company,FixedIncome-NY,Forex,Forex-Spot,ZAR/JPY,ZAR,JPY,8.6348,30865691.77,266520469.12,1728478.74,Sell,308656.92,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5723,Kondorplus,26-Mar-2025,26-Mar-2025,26-Mar-2025,Y,28-Mar-2025,CUST005723,Frederick Bhat Finance Company,OTC,Deborah James Brokers Ltd,Credit-HK,Forex,Forex-Spot,VEF/EGP,VEF,EGP,4.166,31389208.46,130765942.68,2511136.68,Sell,156946.04,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5724,FXGO,02-May-2025,02-May-2025,02-May-2025,Y,04-May-2025,CUST005724,Shivansh Palla Finance Company,Broker,Michael Montoya Brokers Ltd,FixedIncome-HK,Forex,Forex-Spot,USD/ZAR,USD,ZAR,19.0101,7688694.41,146162962.41,7688694.41,Sell,76886.94,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5725,Kondorplus,17-Jul-2024,17-Jul-2024,17-Jul-2024,Y,19-Jul-2024,CUST005725,Paul Hayes Brokers Ltd,Broker,Dr Kirsty Foster Mutual Fund,Credit-HK,Forex,Forex-Spot,EGP/USD,EGP,USD,0.0221,293384075.95,6496426.08,6161065.59,Sell,1466920.38,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5726,Kondorplus,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2025,CUST005726,Robert Stewart Brokers Ltd,Broker,Sean Elliott Mutual Fund,Forex-NY,Forex,Forex-Spot,CNY/JPY,CNY,JPY,20.9502,24505245.98,513389352.79,3430734.44,Sell,122526.23,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5727,Bacardi,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2025,CUST005727,Kristin Phillips Brokers Ltd,OTC,Catherine Thompson Pvt Ltd Company,Equity-HK,Forex,Forex-Spot,ZAR/JPY,ZAR,JPY,7.5422,138649406.0,1045714690.04,7764366.74,Buy,693247.03,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5728,Kondorplus,08-Sep-2025,08-Sep-2025,08-Sep-2025,Y,10-Sep-2025,CUST005728,Wakeeta Wagle Finance Company,OTC,Deborah Sanchez Finance Company,FixedIncome-NY,Forex,Forex-Spot,ZAR/SGD,ZAR,SGD,0.078,168382080.49,13128995.63,9429396.51,Sell,1683820.8,EBS,New,Y,Y,Y,Physical,BKUS
FXS5729,Kondorplus,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2025,CUST005729,Kathy Roberson Finance Company,Broker,Yuvraj Varghese Brokers Ltd,Forex-LON,Forex,Forex-Spot,DKK/ZAR,DKK,ZAR,2.812,40696583.93,114437231.87,6104487.59,Buy,406965.84,Bloomberg,New,N,Y,Y,Physical,BKUS
FXS5730,Kondorplus,19-Jan-2023,19-Jan-2023,19-Jan-2023,Y,21-Jan-2023,CUST005730,Ben Higgins-Fletcher Brokers Ltd,OTC,Jessica Higgins Finance Company,Credit-LON,Forex,Forex-Spot,ZAR/CNY,ZAR,CNY,0.4426,136052805.03,60218454.43,7618957.08,Sell,680264.03,EBS,New,Y,Y,Y,Physical,BKUS
FXS5731,FXGO,10-May-2023,10-May-2023,10-May-2023,Y,12-May-2023,CUST005731,Rickey Small Finance Company,OTC,Darsh Ganguly Pvt Ltd Company,Credit-NY,Forex,Forex-Spot,CNY/CAD,CNY,CAD,0.1684,27133940.37,4570125.78,3798751.65,Sell,135669.7,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5732,Bacardi,01-Aug-2024,01-Aug-2024,01-Aug-2024,Y,03-Aug-2024,CUST005732,Kevin Howard Mutual Fund,OTC,Eric Wheeler-Hart Non-Banking Fin Co,FixedIncome-LON,Forex,Forex-Spot,USD/ZAR,USD,ZAR,15.8473,2982837.35,47269784.96,2982837.35,Sell,29828.37,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5733,Bacardi,30-Mar-2023,30-Mar-2023,30-Mar-2023,Y,01-Apr-2023,CUST005733,Kathryn Brown Pub Ltd Company,OTC,Lauren Perkins Mutual Fund,FixedIncome-HK,Forex,Forex-Spot,CNY/INR,CNY,INR,12.7848,24120114.36,308369787.36,3376816.01,Buy,120600.57,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5734,FXGO,15-Dec-2023,15-Dec-2023,15-Dec-2023,Y,17-Dec-2023,CUST005734,Abha Chopra Brokers Ltd,OTC,Toby Robson Non-Banking Fin Co,Equity-HK,Forex,Forex-Spot,USD/SGD,USD,SGD,1.3098,6720121.72,8802253.08,6720121.72,Buy,67201.22,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5735,FXGO,24-Sep-2024,24-Sep-2024,24-Sep-2024,Y,26-Sep-2024,CUST005735,Dr Abdul Patel Mutual Fund,Broker,Christine Watkins Pvt Ltd Company,Equity-HK,Forex,Forex-Spot,SGD/AUD,SGD,AUD,1.3124,4317889.53,5666845.36,3367953.83,Buy,21589.45,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5736,Bacardi,02-Feb-2023,02-Feb-2023,02-Feb-2023,Y,04-Feb-2023,CUST005736,Christine Bender MD Mutual Fund,Broker,Debra Hernandez Banking Ltd,Credit-LON,Forex,Forex-Spot,EGP/EUR,EGP,EUR,0.0167,100492689.83,1675350.01,2110346.49,Buy,1004926.9,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5737,FXGO,13-Feb-2024,13-Feb-2024,13-Feb-2024,Y,15-Feb-2024,CUST005737,Jeffrey Jones Finance Company,OTC,Jeevika Sami Non-Banking Fin Co,Forex-HK,Forex,Forex-Spot,ZAR/CAD,ZAR,CAD,0.0793,106157139.94,8413279.82,5944799.84,Sell,530785.7,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5738,FXGO,15-Feb-2023,15-Feb-2023,15-Feb-2023,Y,17-Feb-2023,CUST005738,Beth Carter Pub Ltd Company,OTC,Bonnie Crawford Non-Banking Fin Co,Forex-LON,Forex,Forex-Spot,DKK/ZAR,DKK,ZAR,2.9445,64795039.25,190791748.01,9719255.89,Sell,323975.2,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5739,Kondorplus,25-Nov-2024,25-Nov-2024,25-Nov-2024,Y,27-Nov-2024,CUST005739,Tina Wheeler Pub Ltd Company,OTC,Rebecca Rivera Banking Ltd,Equity-LON,Forex,Forex-Spot,VEF/SGD,VEF,SGD,0.1095,51603758.71,5651243.58,4128300.7,Sell,516037.59,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5740,FXGO,26-Apr-2024,26-Apr-2024,26-Apr-2024,Y,28-Apr-2024,CUST005740,Champak Bhattacharyya Pvt Ltd Company,Broker,Lauren Brown Pvt Ltd Company,FixedIncome-HK,Forex,Forex-Spot,VEF/AUD,VEF,AUD,0.1228,64898799.2,7970665.3,5191903.94,Buy,648987.99,EBS,New,Y,Y,Y,Physical,BKUS
FXS5741,FXGO,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST005741,Jody Gilbert Mutual Fund,Broker,Alex Johnston Banking Ltd,Equity-LON,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0583,119985727.47,6995814.79,9598858.2,Sell,599928.64,Reutuers,New,N,Y,N,Physical,BKUS
FXS5742,Bacardi,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2025,CUST005742,Shivani Gala Finance Company,Broker,Kathleen Atkins Finance Company,Credit-LON,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0611,69849400.24,4269040.49,5587952.02,Buy,349247.0,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5743,Bacardi,17-Oct-2024,17-Oct-2024,17-Oct-2024,Y,19-Oct-2024,CUST005743,Kara Reed Non-Banking Fin Co,Broker,Danielle Johnson Brokers Ltd,Credit-LON,Forex,Forex-Spot,CNY/VEF,CNY,VEF,1.6425,30528670.14,50144788.57,4274013.82,Buy,305286.7,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5744,FXGO,27-Jun-2024,27-Jun-2024,27-Jun-2024,Y,29-Jun-2024,CUST005744,Adam Taylor Pvt Ltd Company,OTC,Praneel Ranganathan Non-Banking Fin Co,FixedIncome-LON,Forex,Forex-Spot,USD/GBP,USD,GBP,0.7248,7920540.35,5741112.52,7920540.35,Sell,39602.7,Bloomberg,Cancelled,Y,Y,Y,Physical,BKUS
FXS5745,Bacardi,17-Apr-2025,17-Apr-2025,17-Apr-2025,Y,19-Apr-2025,CUST005745,Logan Ramos Pvt Ltd Company,OTC,Vansha Natt Pub Ltd Company,Equity-HK,Forex,Forex-Spot,EGP/USD,EGP,USD,0.0201,343092223.87,6896143.81,7204936.7,Buy,1715461.12,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5746,Kondorplus,05-Jul-2023,05-Jul-2023,05-Jul-2023,Y,07-Jul-2023,CUST005746,Tanvi Bajwa Pvt Ltd Company,Broker,Claire Jackson Mutual Fund,FixedIncome-LON,Forex,Forex-Spot,VEF/ZAR,VEF,ZAR,1.4383,38445286.58,55297137.99,3075622.93,Sell,192226.43,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5747,FXGO,10-Feb-2025,10-Feb-2025,10-Feb-2025,Y,12-Feb-2025,CUST005747,James Cobb Pub Ltd Company,Broker,Tanvi Wali Pvt Ltd Company,Forex-HK,Forex,Forex-Spot,CNY/DKK,CNY,DKK,0.8968,42918764.74,38490693.9,6008627.06,Buy,429187.65,EBS,New,Y,Y,Y,Physical,BKUS
FXS5748,Kondorplus,05-Sep-2025,05-Sep-2025,05-Sep-2025,Y,07-Sep-2025,CUST005748,Jasmine Reyes Brokers Ltd,Broker,Inaya Ratta Pub Ltd Company,Forex-HK,Forex,Forex-Spot,SGD/CAD,SGD,CAD,1.0601,11824884.41,12535162.3,9223409.84,Sell,118248.84,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5749,Kondorplus,01-Oct-2025,01-Oct-2025,01-Oct-2025,Y,03-Oct-2025,CUST005749,Faras Mukhopadhyay Non-Banking Fin Co,OTC,Madhavi Dora Finance Company,Forex-HK,Forex,Forex-Spot,USD/AUD,USD,AUD,1.6942,8836306.99,14970539.81,8836306.99,Sell,44181.53,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5750,Kondorplus,01-Nov-2023,01-Nov-2023,01-Nov-2023,Y,03-Nov-2023,CUST005750,Tyler Pierce Non-Banking Fin Co,Broker,Ms Katie Hawkins Mutual Fund,FixedIncome-HK,Forex,Forex-Spot,SGD/EGP,SGD,EGP,41.9263,11565889.93,484914709.26,9021394.14,Sell,115658.9,EBS,New,Y,Y,Y,Physical,BKUS
FXS5751,FXGO,04-Sep-2023,04-Sep-2023,04-Sep-2023,Y,06-Sep-2023,CUST005751,Balhaar Patil Pub Ltd Company,OTC,Katherine Mcgrath Banking Ltd,Credit-NY,Forex,Forex-Spot,CNY/CAD,CNY,CAD,0.2178,20232527.36,4406064.09,2832553.83,Buy,202325.27,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5752,Bacardi,21-Mar-2024,21-Mar-2024,21-Mar-2024,Y,23-Mar-2024,CUST005752,Richard Nolan Finance Company,Broker,Mr Arthur Spencer Pvt Ltd Company,FixedIncome-NY,Forex,Forex-Spot,DKK/JPY,DKK,JPY,21.2239,52731448.68,1119169583.32,7909717.3,Buy,527314.49,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5753,Bacardi,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST005753,Brittany Nash Banking Ltd,Broker,Jairaj Biswas Mutual Fund,Credit-NY,Forex,Forex-Spot,DKK/CAD,DKK,CAD,0.2171,49860935.84,10825687.07,7479140.38,Buy,498609.36,Reutuers,New,Y,Y,N,Physical,BKUS
FXS5754,Bacardi,13-Nov-2025,13-Nov-2025,13-Nov-2025,N,15-Nov-2025,CUST005754,Taylor Hunt Finance Company,Broker,Jaime Palmer Brokers Ltd,Equity-NY,Forex,Forex-Spot,ZAR/CAD,ZAR,CAD,0.0788,172867797.6,13626439.97,9680596.67,Buy,1728677.98,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5755,FXGO,13-Sep-2023,13-Sep-2023,13-Sep-2023,Y,15-Sep-2023,CUST005755,Chelsea Nielsen Banking Ltd,Broker,Samantha Wang Finance Company,Forex-NY,Forex,Forex-Spot,VEF/CAD,VEF,CAD,0.096,107356906.12,10303849.57,8588552.49,Sell,1073569.06,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5756,Bacardi,22-Apr-2025,22-Apr-2025,22-Apr-2025,Y,24-Apr-2025,CUST005756,Deborah Payne Pub Ltd Company,OTC,Ms Rosemary White Pvt Ltd Company,Credit-LON,Forex,Forex-Spot,ZAR/EGP,ZAR,EGP,2.6243,176298533.66,462653897.98,9872717.89,Buy,1762985.34,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5757,FXGO,24-Mar-2025,24-Mar-2025,24-Mar-2025,Y,26-Mar-2025,CUST005757,Adrian Jimenez Finance Company,OTC,Lisa Morris Pub Ltd Company,Credit-LON,Forex,Forex-Spot,VEF/JPY,VEF,JPY,10.0832,100256748.35,1010906565.36,8020539.87,Buy,1002567.48,EBS,New,N,Y,Y,Physical,BKUS
FXS5758,FXGO,27-Mar-2025,27-Mar-2025,27-Mar-2025,Y,29-Mar-2025,CUST005758,Erica Green Banking Ltd,Broker,Candice Alvarado Finance Company,Credit-HK,Forex,Forex-Spot,VEF/GBP,VEF,GBP,0.0574,114784138.48,6584643.61,9182731.08,Buy,1147841.38,Reutuers,Amended,Y,N,Y,Physical,BKUS
FXS5759,Kondorplus,14-Mar-2024,14-Mar-2024,14-Mar-2024,Y,16-Mar-2024,CUST005759,Dr. Jessica Johns Mutual Fund,OTC,Azad Vasa Non-Banking Fin Co,Forex-NY,Forex,Forex-Spot,EGP/CNY,EGP,CNY,0.1694,132987661.15,22534128.19,2792740.88,Sell,664938.31,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5760,Bacardi,20-Feb-2025,20-Feb-2025,20-Feb-2025,Y,22-Feb-2025,CUST005760,Ekansh Palan Pub Ltd Company,Broker,Karina Smith Mutual Fund,FixedIncome-HK,Forex,Forex-Spot,EGP/USD,EGP,USD,0.0189,463899499.15,8778869.34,9741889.48,Buy,4638994.99,EBS,New,Y,Y,Y,Physical,BKUS
FXS5761,Kondorplus,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2025,CUST005761,Hector Davis Finance Company,Broker,Gerald Curtis Finance Company,Forex-HK,Forex,Forex-Spot,EGP/USD,EGP,USD,0.0208,125294544.0,2611326.59,2631185.42,Sell,626472.72,Reutuers,New,Y,Y,Y,Physical,BKUS
FXS5762,Bacardi,04-Apr-2025,04-Apr-2025,04-Apr-2025,Y,06-Apr-2025,CUST005762,Jose Morrison Banking Ltd,OTC,Laksh Ramakrishnan Banking Ltd,Forex-HK,Forex,Forex-Spot,USD/AUD,USD,AUD,1.3152,9781470.72,12864895.41,9781470.72,Sell,48907.35,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5763,Bacardi,22-Sep-2023,22-Sep-2023,22-Sep-2023,Y,24-Sep-2023,CUST005763,Lakshmi Kar Brokers Ltd,OTC,Arin Patla Mutual Fund,Equity-HK,Forex,Forex-Spot,EUR/CAD,EUR,CAD,1.5655,3422737.77,5358409.27,3765011.55,Sell,34227.38,EBS,New,Y,Y,Y,Physical,BKUS
FXS5764,FXGO,16-May-2024,16-May-2024,16-May-2024,Y,18-May-2024,CUST005764,Vasudha Gulati Banking Ltd,OTC,Ian Russell Non-Banking Fin Co,Credit-HK,Forex,Forex-Spot,DKK/SGD,DKK,SGD,0.2113,62371654.35,13180656.42,9355748.15,Buy,311858.27,EBS,New,Y,Y,Y,Physical,BKUS
FXS5765,Bacardi,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2025,CUST005765,Robin Yang Mutual Fund,Broker,Bryan Bautista Pvt Ltd Company,Credit-NY,Forex,Forex-Spot,EGP/SGD,EGP,SGD,0.028,92936806.37,2605725.38,1951672.93,Sell,464684.03,Bloomberg,New,Y,Y,Y,Physical,BKUS
FXS5766,FXGO,28-Oct-2024,28-Oct-2024,28-Oct-2024,Y,30-Oct-2024,CUST005766,Om Biswas Non-Banking Fin Co,Broker,Sharon Dixon Pvt Ltd Company,Credit-LON,Forex,Forex-Spot,CNY/DKK,CNY,DKK,1.0474,66131060.49,69267794.16,9258348.47,Sell,661310.6,EBS,New,Y,Y,Y,Physical,BKUS
FXS5767,FXGO,15-Jan-2024,15-Jan-2024,15-Jan-2024,Y,17-Jan-2024,CUST005767,Balhaar Edwin Non-Banking Fin Co,Broker,James Gutierrez Finance Company,Credit-NY,Forex,Forex-Spot,EGP/INR,EGP,INR,1.5553,95108435.59,147917821.67,1997277.15,Buy,475542.18,EBS,New,Y,Y,Y,Physical,BKUS
FXS5768,Kondorplus,13-Oct-2023,13-Oct-2023,13-Oct-2023,Y,15-Oct-2023,CUST005768,Heather Carter Mutual Fund,Broker,Kim Gilbert Pub Ltd Company,Equity-LON,Forex,Forex-Spot,SGD/JPY,SGD,JPY,124.9664,6009808.15,751024156.94,4687650.36,Sell,60098.08,EBS,New,Y,Y,Y,Physical,BKUS
FXS5769,Bacardi,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST005769,Dr. Ronald Wilkerson IV Non-Banking Fin Co,OTC,Brenda Mclaughlin Finance Company,FixedIncome-LON,Forex,Forex-Spot,SGD/CNY,SGD,CNY,6.0023,4000466.27,24012002.65,3120363.69,Sell,40004.66,Bloomberg,New,Y,Y,N,Physical,BKUS
FXS5770,Bacardi,24-Apr-2025,24-Apr-2025,24-Apr-2025,Y,26-Apr-2025,CUST005770,Dustin Robinson Non-Banking Fin Co,OTC,Austin Mann Pvt Ltd Company,FixedIncome-HK,Forex,Forex-Spot,ZAR/CAD,ZAR,CAD,0.0753,98832878.66,7437684.78,5534641.2,Buy,988328.79,EBS,Cancelled,N,Y,Y,Physical,BKUS
FXS5771,Kondorplus,18-Apr-2025,18-Apr-2025,18-Apr-2025,Y,20-Apr-2025,CUST005771,Kara Pennington Banking Ltd,OTC,Mason Diaz Mutual Fund,Equity-NY,Forex,Forex-Spot,DKK/SGD,DKK,SGD,0.1695,17324596.54,2936159.98,2598689.48,Sell,173245.97,EBS,New,Y,Y,N,Physical,BKUS
FXS5772,FXGO,13-Jun-2025,13-Jun-2025,13-Jun-2025,Y,15-Jun-2025,CUST005772,Balveer Bobal Finance Company,OTC,Elijah Chakrabarti Mutual Fund,Equity-HK,Forex,Forex-Spot,EGP/AUD,EGP,AUD,0.0347,95087657.14,3301829.44,1996840.8,Buy,475438.29,EBS,New,N,Y,Y,Physical,BKUS
FXS5773,Bacardi,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Nov-2025,CUST005773,Russell Robinson Brokers Ltd,OTC,Joan Begum Non-Banking Fin Co,FixedIncome-NY,Forex,Forex-Spot,USD/INR,USD,INR,74.7372,8037093.83,600669574.53,8037093.83,Buy,40185.47,Reutuers,New,N,Y,Y,Physical,BKUS
FXS5774,Bacardi,01-Aug-2023,01-Aug-2023,01-Aug-2023,Y,03-Aug-2023,CUST005774,Dr Amy Reeves Mutual Fund,OTC,Michael Carpenter Pvt Ltd Company,Equity-LON,Forex,Forex-Spot,DKK/GBP,DKK,GBP,0.1165,65201314.96,7595042.96,9780197.24,Sell,652013.15,EBS,New,Y,Y,Y,Physical,BKUS
FXS5775,Bacardi,19-Sep-2025,19-Sep-2025,19-Sep-2025,Y,21-Sep-2025,CUST005775,Mitchell Gould Banking Ltd,Broker,Udarsh Sarraf Pvt Ltd Company,Equity-LON,Forex,Forex-Spot,EGP/AUD,EGP,AUD,0.037,53253947.75,1969151.73,1118332.9,Buy,266269.74,EBS,New,N,Y,N,Physical,BKUS
