Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Issuer_name,Bond_type,Bond_seniority,Bond_rating,FaceValue,Price,Clean_price,coupon_type,coupon_rate,coupon_freq,day_count,Issue_date,Maturity_date,Buy_sell,Trade_quantity,Trade_currency,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Next_coupon_date,Bond_yield,Benchmark_rate,Accrued_int,Execution_venue,Trade_status,Trade_capture_stp,Settlement_stp,Settlement_status,Settlement_type,Legal_entity,Portfolio_strategy
FIC3800,Murex,22-Sep-2025,22-Sep-2025,23-Sep-2025,Y,27-Mar-2026,CUST003800,Lauren Perry Banking Ltd,CCP,Timothy Bailey Finance Company,Equity-NY,FixedIncome,Bonds,Danielle Morris Banking Ltd,PublicLtd-Medium,Subordinated,B,100,113.96,113.96,Fixed Coupon,4.5,Semiannual,Actual/365,2025-03-22,2035-03-22,Sell,34911,USD,3978457.56,3978457.56,3978457.56,1989.23,2026-03-22,0.03948753948753949,MIBOR,450.0,Exchange,New,Y,Y,N,Physical,BKUS,Rebalance
FIC3801,BloomTOMS,31-Aug-2023,31-Aug-2023,01-Sep-2023,Y,04-Jan-2024,CUST003801,Liam Bhargava Pvt Ltd Company,CCP,Lohit Bakshi Mutual Fund,Forex-HK,FixedIncome,Bonds,Sai Sen Mutual Fund,Soverign-CG,Subordinated,BBB,1000,1231.72,1231.72,Zero Coupon,5.7,Semiannual,Actual/Actual (ISDA),2023-06-30,2031-06-30,Sell,39110,EUR,48172569.2,52989826.12,48172569.2,48172.57,2023-12-30,0.004627675120969051,ESTR,5700.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3802,Calypso,04-Mar-2025,04-Mar-2025,05-Mar-2025,Y,09-Apr-2025,CUST003802,Donna Montes Brokers Ltd,CCP,Abeer Pall Banking Ltd,Credit-NY,FixedIncome,NCD,Robert Bell Brokers Ltd,Quasi-Govt,Senior Unsecured,AAA,100,109.38,109.38,Floating Rate,5.7,Monthly,Actual/Actual (ISDA),2024-04-04,2029-04-04,Sell,43745,USD,4784828.1,4784828.1,4784828.1,4784.83,2025-04-04,0.052111903455842025,SONIA,570.0,MTF,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3803,Murex,19-Sep-2024,19-Sep-2024,20-Sep-2024,Y,24-Oct-2024,CUST003803,Holly Wilson Banking Ltd,OTC,Chanchal Bera Pvt Ltd Company,Equity-LON,FixedIncome,Bonds,Jennifer Wilson Mutual Fund,PublicLtd-Large,Senior Secured,AAA,10000,11119.84,11119.84,Zero Coupon,3.6,Quarterly,30/360,2024-04-19,2032-04-19,Buy,8402,EUR,93428895.68,102771785.25,93428895.68,46714.45,2024-10-19,0.00032374566540525765,MIBOR,36000.0,OTC,New,N,Y,Y,Physical,BKUS,Diversify
FIC3804,Murex,11-Apr-2025,11-Apr-2025,12-Apr-2025,Y,16-May-2025,CUST003804,Maria Mann Non-Banking Fin Co,CCP,George Hawkins Brokers Ltd,Credit-LON,FixedIncome,Bonds,Christopher Gallagher Pub Ltd Company,PublicLtd-Large,Senior Secured,AAA,100,129.99,129.99,Fixed Coupon,3.9,Monthly,30E/360,2024-07-11,2032-07-11,Sell,6478,USD,842075.22,842075.22,842075.22,842.08,2025-05-11,0.03000230786983614,SONIA,390.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC3805,Calypso,18-Mar-2025,18-Mar-2025,19-Mar-2025,Y,23-Apr-2025,CUST003805,Julia Leblanc Pub Ltd Company,OTC,Dylan Watson Pub Ltd Company,FixedIncome-LON,FixedIncome,Secured Notes,Gary Eaton Non-Banking Fin Co,Quasi-Govt,Senior Unsecured,A,1000,1271.24,1271.24,Fixed Coupon,8.7,Monthly,Actual/Actual (ISDA),2024-12-18,2029-12-18,Sell,36570,USD,46489246.8,46489246.8,46489246.8,46489.25,2025-04-18,0.006843711651615745,SOFR,8700.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC3806,Murex,09-Dec-2024,09-Dec-2024,10-Dec-2024,Y,14-May-2025,CUST003806,April Davis Brokers Ltd,OTC,Natalie Bolton Pub Ltd Company,FixedIncome-LON,FixedIncome,NCD,Brent Bryant Pvt Ltd Company,PublicLtd-Large,Senior Secured,AAA,10000,12191.86,12191.86,Floating Rate,6.2,Semiannual,Actual/365,2024-05-09,2032-05-09,Buy,9138,USD,111409216.68,111409216.68,111409216.68,111409.22,2025-05-09,0.0005085360232154897,ESTR,62000.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3807,Riskone,30-Oct-2024,30-Oct-2024,31-Oct-2024,Y,05-Dec-2024,CUST003807,Joe Walton Brokers Ltd,CCP,Reginald Ross Brokers Ltd,Forex-LON,FixedIncome,Secured Notes,Netra Palla Pvt Ltd Company,PublicLtd-Medium,Subordinated,BBB,1000,1165.41,1165.41,Fixed Coupon,4.4,Monthly,30/360,2024-06-30,2027-06-30,Sell,40569,GBP,47279518.29,59099397.86,47279518.29,47279.52,2024-11-30,0.003775495319243871,SOFR,4400.0,Exchange,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3808,Calypso,20-Nov-2025,20-Nov-2025,21-Nov-2025,Y,25-Dec-2025,CUST003808,Willie Roy Finance Company,OTC,Joseph Hawkins Mutual Fund,Forex-NY,FixedIncome,Bonds,Jayne Walker Pub Ltd Company,Quasi-Govt,Senior Unsecured,BBB,10000,7201.36,7201.36,Floating Rate,4.4,Semiannual,Actual/360,2024-12-20,2034-12-20,Buy,24420,EUR,175857211.2,193442932.32,175857211.2,175857.21,2025-12-20,0.0006109957008120689,SONIA,44000.0,OTC,Amended,Y,Y,N,Physical,BKUS,Diversify
FIC3809,BloomTOMS,15-Nov-2024,15-Nov-2024,16-Nov-2024,Y,20-Jan-2025,CUST003809,Terry Gibson Pvt Ltd Company,OTC,Joyce Hart Finance Company,Equity-NY,FixedIncome,NCD,Justin Mathews Pub Ltd Company,Soverign-CG,Mezzanine,AAA,1000,1073.64,1073.64,Step-up Coupon,4.1,Quarterly,Actual/Actual (ISDA),2024-07-15,2032-07-15,Sell,40511,USD,43494230.04,43494230.04,43494230.04,43494.23,2025-01-15,0.0038187846950560704,SOFR,4100.0,OTC,New,Y,Y,Y,Physical,BKUS,Passive
FIC3810,Riskone,19-Jul-2023,19-Jul-2023,20-Jul-2023,Y,24-Aug-2023,CUST003810,Jonathan Watts Banking Ltd,Broker,Warinder Ray Pvt Ltd Company,Credit-HK,FixedIncome,Bonds,Anika Gade Finance Company,PublicLtd-Large,Preferred,BBB,100,109.01,109.01,Fixed Coupon,3.4,Monthly,Actual/Actual (ISDA),2022-12-19,2032-12-19,Sell,10613,ZAR,1156923.13,64787.7,1156923.13,578.46,2023-08-19,0.031189799100999907,ESTR,340.0,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3811,BloomTOMS,23-Oct-2025,23-Oct-2025,24-Oct-2025,Y,28-Feb-2026,CUST003811,Mr Denis Gibbons Pub Ltd Company,CCP,Gina Cole Banking Ltd,Forex-NY,FixedIncome,Secured Notes,Melissa Williams Banking Ltd,Quasi-Govt,Senior Secured,A,10000,11065.43,11065.43,Floating Rate,7.0,Annual,Actual/360,2025-02-23,2030-02-23,Sell,24601,USD,272220643.43,272220643.43,272220643.43,272220.64,2026-02-23,0.000632600811717213,MIBOR,70000.0,MTF,New,Y,Y,N,Physical,BKUS,Passive
FIC3812,BloomTOMS,19-Jan-2024,19-Jan-2024,20-Jan-2024,Y,24-Apr-2024,CUST003812,Neel Pingle Pvt Ltd Company,OTC,Banjeet Sane Banking Ltd,Credit-HK,FixedIncome,Secured Notes,Eileen Rodriguez DVM Pvt Ltd Company,PublicLtd-Medium,Senior Secured,A,10000,11867.52,11867.52,Fixed Coupon,9.1,Quarterly,Actual/360,2023-01-19,2028-01-19,Sell,22814,USD,270745601.28,270745601.28,270745601.28,135372.8,2024-04-19,0.0007667987919969799,ESTR,91000.0,OTC,New,N,Y,Y,Physical,BKUS,Active
FIC3813,Murex,27-Oct-2025,27-Oct-2025,28-Oct-2025,Y,04-Mar-2026,CUST003813,Dr Simon Farmer Brokers Ltd,Broker,Laura Lopez Pub Ltd Company,Credit-LON,FixedIncome,Secured Notes,Pratyush Brahmbhatt Mutual Fund,PublicLtd-Medium,Senior Secured,AAA,1000,1078.53,1078.53,Fixed Coupon,9.8,Semiannual,Actual/Actual (ISDA),2025-02-27,2029-02-27,Buy,34604,USD,37321452.12,37321452.12,37321452.12,18660.73,2026-02-27,0.009086441730874431,MIBOR,9800.0,MTF,New,Y,Y,N,Physical,BKUS,Diversify
FIC3814,BloomTOMS,21-Jul-2025,21-Jul-2025,22-Jul-2025,Y,26-Nov-2025,CUST003814,Tanmayi Ramachandran Pub Ltd Company,OTC,Amara Wadhwa Brokers Ltd,Equity-LON,FixedIncome,Bonds,Jennifer Hughes Banking Ltd,Soverign-CG,Senior Secured,BBB,10000,11354.74,11354.74,Fixed Coupon,8.8,Semiannual,Actual/360,2024-11-21,2034-11-21,Buy,28962,USD,328855979.88,328855979.88,328855979.88,164427.99,2025-11-21,0.0007750067372744775,MIBOR,88000.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3815,Calypso,28-May-2025,28-May-2025,29-May-2025,Y,03-Jul-2025,CUST003815,Lohit Gaba Pvt Ltd Company,OTC,Kevin Benton Banking Ltd,Forex-LON,FixedIncome,Bonds,Christopher Drake Brokers Ltd,PublicLtd-Large,Senior Unsecured,AAA,10000,12167.16,12167.16,Floating Rate,5.6,Monthly,30/360,2025-02-28,2033-02-28,Buy,44770,GBP,544723753.2,680904691.5,544723753.2,272361.88,2025-06-28,0.0004602553101956414,MIBOR,56000.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3816,Calypso,01-Dec-2025,01-Dec-2025,02-Dec-2025,N,06-Apr-2026,CUST003816,Georgina Bailey-Matthews Brokers Ltd,OTC,Miss Denise Horton Banking Ltd,Credit-HK,FixedIncome,Bonds,Zaid Morar Non-Banking Fin Co,Soverign-StateGovt,Senior Secured,AAA,10000,10763.01,10763.01,Floating Rate,8.5,Semiannual,Actual/Actual (ISDA),2025-10-01,2035-10-01,Sell,12210,GBP,131416352.1,164270440.12,131416352.1,65708.18,2026-04-01,0.0007897419030550004,ESTR,85000.0,OTC,New,Y,Y,N,Physical,BKUS,Rebalance
FIC3817,Murex,29-Mar-2024,29-Mar-2024,30-Mar-2024,Y,04-May-2024,CUST003817,Mr Craig Nicholls Non-Banking Fin Co,Broker,Jeffrey Sandoval Brokers Ltd,Credit-HK,FixedIncome,Bonds,Ekta Walla Finance Company,Soverign-CG,Preferred,A,10000,11133.08,11133.08,Zero Coupon,8.3,Semiannual,Actual/Actual (ISDA),2023-04-29,2031-04-29,Buy,25628,USD,285318574.24,285318574.24,285318574.24,285318.57,2024-04-29,0.0007455259460993724,ESTR,83000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC3818,BloomTOMS,10-May-2024,10-May-2024,11-May-2024,Y,15-Jul-2024,CUST003818,Katherine Higgins Brokers Ltd,Broker,Terry Baker Non-Banking Fin Co,FixedIncome-HK,FixedIncome,NCD,Jared Sanchez Pub Ltd Company,Quasi-Govt,Senior Unsecured,CCC,10000,12827.0,12827.0,Zero Coupon,9.9,Annual,Actual/360,2023-07-10,2029-07-10,Buy,35981,USD,461528287.0,461528287.0,461528287.0,461528.29,2024-07-10,0.0007718094644110081,ESTR,99000.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3819,Riskone,03-Apr-2024,03-Apr-2024,04-Apr-2024,Y,08-Jun-2024,CUST003819,Eshana Sankar Finance Company,OTC,Anthony Warner Finance Company,Forex-NY,FixedIncome,Bonds,Urvashi Bansal Banking Ltd,PublicLtd-Large,Senior Secured,AAA,10000,7035.7,7035.7,Floating Rate,7.6,Annual,Actual/365,2023-06-03,2032-06-03,Buy,44841,USD,315487823.7,315487823.7,315487823.7,157743.91,2024-06-03,0.001080205238995409,EURIBOR,76000.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3820,Calypso,19-Nov-2025,19-Nov-2025,20-Nov-2025,Y,24-Feb-2026,CUST003820,Mrs Shirley Macdonald Non-Banking Fin Co,OTC,Brandon Price Finance Company,Forex-HK,FixedIncome,Bonds,Xiti Bava Pub Ltd Company,Quasi-Govt,Senior Unsecured,A,10000,9283.99,9283.99,Floating Rate,7.1,Semiannual,Actual/360,2025-08-19,2035-08-19,Sell,2801,EUR,26004455.99,28604901.59,26004455.99,26004.46,2026-02-19,0.0007647573941807347,ESTR,71000.0,OTC,New,Y,Y,N,Physical,BKUS,Active
FIC3821,BloomTOMS,02-Jul-2024,02-Jul-2024,03-Jul-2024,Y,07-Oct-2024,CUST003821,Ranbir Mammen Non-Banking Fin Co,CCP,Chakrika Mahajan Banking Ltd,FixedIncome-NY,FixedIncome,Bonds,James Stein Pvt Ltd Company,Quasi-Govt,Subordinated,A,100,113.79,113.79,Zero Coupon,8.7,Quarterly,Actual/360,2023-07-02,2033-07-02,Buy,26804,USD,3050027.16,3050027.16,3050027.16,3050.03,2024-10-02,0.07645663063538095,SOFR,869.9999999999999,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3822,Calypso,18-Apr-2025,18-Apr-2025,19-Apr-2025,Y,23-Jun-2025,CUST003822,Raagini Ben Brokers Ltd,Broker,Dr Sean Wall Brokers Ltd,Equity-NY,FixedIncome,NCD,Vasana Sura Mutual Fund,Soverign-StateGovt,Senior Unsecured,CCC,10000,11417.72,11417.72,Zero Coupon,6.0,Quarterly,Actual/365,2024-09-18,2030-09-18,Sell,47607,USD,543563396.04,543563396.04,543563396.04,543563.4,2025-06-18,0.0005254989612637199,SOFR,60000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC3823,Murex,16-Oct-2024,16-Oct-2024,17-Oct-2024,Y,21-Nov-2024,CUST003823,Sarah Meadows Banking Ltd,OTC,Ryan Doctor Pvt Ltd Company,Credit-NY,FixedIncome,NCD,Matthew Wright Finance Company,PublicLtd-Medium,Senior Secured,A,100,115.2,115.2,Floating Rate,6.4,Monthly,Actual/Actual (ISDA),2024-02-16,2030-02-16,Sell,30447,GBP,3507494.4,4384368.0,3507494.4,1753.75,2024-11-16,0.05555555555555556,SOFR,640.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3824,Calypso,13-Nov-2024,13-Nov-2024,14-Nov-2024,Y,18-May-2025,CUST003824,Miss Geraldine Chapman Brokers Ltd,OTC,Kamala Ghose Finance Company,FixedIncome-NY,FixedIncome,Bonds,Faqid Sampath Pub Ltd Company,Soverign-StateGovt,Senior Unsecured,A,1000,739.03,739.03,Fixed Coupon,3.3,Semiannual,Actual/360,2023-11-13,2032-11-13,Buy,36746,USD,27156396.38,27156396.38,27156396.38,13578.2,2025-05-13,0.00446531263954102,EURIBOR,3300.0,OTC,New,Y,Y,Y,Physical,BKUS,Active
FIC3825,Riskone,10-Jul-2024,10-Jul-2024,11-Jul-2024,Y,15-Aug-2024,CUST003825,Debra Allen Mutual Fund,Broker,Alyssa Powell Non-Banking Fin Co,FixedIncome-HK,FixedIncome,Bonds,Jason Roth Non-Banking Fin Co,PublicLtd-Medium,Senior Secured,BBB,10000,7602.59,7602.59,Fixed Coupon,6.7,Monthly,30/360,2023-10-10,2032-10-10,Sell,43570,USD,331244846.3,331244846.3,331244846.3,331244.85,2024-08-10,0.0008812786168924012,ESTR,67000.0,Exchange,New,Y,Y,Y,Physical,BKUS,Passive
FIC3826,Calypso,03-Jan-2024,03-Jan-2024,04-Jan-2024,Y,08-Feb-2024,CUST003826,Kashish Anand Brokers Ltd,Broker,Samantha Lopez Mutual Fund,Equity-NY,FixedIncome,Bonds,Lakshit Mane Brokers Ltd,PublicLtd-Medium,Preferred,AAA,100,123.84,123.84,Zero Coupon,4.5,Monthly,30/360,2023-11-03,2032-11-03,Buy,4365,USD,540561.6,540561.6,540561.6,540.56,2024-02-03,0.036337209302325583,ESTR,450.0,MTF,New,N,Y,Y,Physical,BKUS,Rebalance
FIC3827,BloomTOMS,12-Nov-2025,12-Nov-2025,13-Nov-2025,Y,17-Jan-2026,CUST003827,Gauri Luthra Non-Banking Fin Co,Broker,Eric Hernandez Non-Banking Fin Co,FixedIncome-LON,FixedIncome,Bonds,Felicia Porter Pvt Ltd Company,Quasi-Govt,Senior Secured,AAA,100,94.75,94.75,Step-up Coupon,6.3,Quarterly,30/360,2025-04-12,2033-04-12,Buy,38519,USD,3649675.25,3649675.25,3649675.25,3649.68,2026-01-12,0.06649076517150396,SONIA,630.0,MTF,Cancelled,Y,Y,N,Physical,BKUS,Active
FIC3828,Riskone,22-May-2024,22-May-2024,23-May-2024,Y,27-Sep-2024,CUST003828,Jason Morris Pvt Ltd Company,CCP,Panini Sur Pvt Ltd Company,Credit-NY,FixedIncome,NCD,Shirley Roth Non-Banking Fin Co,Soverign-CG,Senior Secured,BBB,1000,1083.5,1083.5,Fixed Coupon,4.6,Semiannual,30/360,2024-03-22,2030-03-22,Sell,34757,USD,37659209.5,37659209.5,37659209.5,37659.21,2024-09-22,0.004245500692201199,ESTR,4600.0,MTF,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3829,BloomTOMS,19-Mar-2024,19-Mar-2024,20-Mar-2024,Y,24-Jun-2024,CUST003829,Dr Beverley Robinson Mutual Fund,CCP,Michelle Scott Banking Ltd,Equity-LON,FixedIncome,Bonds,Thomas Ortiz Finance Company,Quasi-Govt,Senior Unsecured,BBB,100,75.79,75.79,Step-up Coupon,8.8,Semiannual,Actual/Actual (ICMA),2023-12-19,2033-12-19,Sell,36323,USD,2752920.17,2752920.17,2752920.17,2752.92,2024-06-19,0.11611030478955008,SONIA,880.0000000000001,Exchange,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3830,Murex,08-Jul-2024,08-Jul-2024,09-Jul-2024,Y,13-Sep-2024,CUST003830,Advika Goda Pvt Ltd Company,OTC,Ganga Comar Banking Ltd,Equity-LON,FixedIncome,Bonds,Chakradhar Ravel Non-Banking Fin Co,Soverign-StateGovt,Senior Secured,AAA,1000,1123.91,1123.91,Fixed Coupon,7.5,Semiannual,Actual/365,2024-03-08,2032-03-08,Buy,20613,USD,23167156.83,23167156.83,23167156.83,11583.58,2024-09-08,0.006673132190299935,EURIBOR,7500.0,OTC,New,Y,Y,Y,Physical,BKUS,Rebalance
FIC3831,Calypso,20-May-2024,20-May-2024,21-May-2024,Y,25-Sep-2024,CUST003831,Christian Patterson Pvt Ltd Company,OTC,Christopher Ayala Pvt Ltd Company,Forex-NY,FixedIncome,Bonds,Anna Wright Finance Company,Quasi-Govt,Senior Secured,AAA,100,84.31,84.31,Fixed Coupon,5.3,Semiannual,Actual/365,2023-09-20,2032-09-20,Sell,46271,USD,3901108.01,3901108.01,3901108.01,1950.55,2024-09-20,0.06286324279444905,SOFR,530.0,OTC,New,Y,N,Y,Physical,BKUS,Rebalance
FIC3832,BloomTOMS,09-Mar-2023,09-Mar-2023,10-Mar-2023,Y,14-May-2023,CUST003832,Lynne Bryan Banking Ltd,CCP,Kelly Butler Brokers Ltd,Credit-NY,FixedIncome,Bonds,Judith Smith Finance Company,Soverign-CG,Senior Secured,A,100,74.11,74.11,Fixed Coupon,8.1,Annual,30E/360,2022-05-09,2031-05-09,Sell,49446,USD,3664443.06,3664443.06,3664443.06,3664.44,2023-05-09,0.1092969909593847,SONIA,810.0,MTF,New,Y,Y,Y,Physical,BKUS,Active
FIC3833,Murex,17-Nov-2023,17-Nov-2023,18-Nov-2023,Y,22-Dec-2023,CUST003833,Tamanna Sheth Banking Ltd,Broker,Nakul Puri Mutual Fund,Forex-HK,FixedIncome,Bonds,Joshua Mcguire Pvt Ltd Company,Soverign-StateGovt,Senior Unsecured,CCC,1000,1109.82,1109.82,Step-up Coupon,8.3,Monthly,30/360,2023-09-17,2032-09-17,Buy,15070,EUR,16724987.4,18397486.14,16724987.4,16724.99,2023-12-17,0.007478690238056623,MIBOR,8300.0,MTF,Cancelled,Y,Y,Y,Physical,BKUS,Active
FIC3834,BloomTOMS,10-Nov-2025,10-Nov-2025,11-Nov-2025,Y,15-Dec-2025,CUST003834,Ansh Magar Finance Company,Broker,Jessica Hudson Brokers Ltd,Forex-HK,FixedIncome,Bonds,Isabella Mendez Banking Ltd,Soverign-CG,Subordinated,BBB,1000,1197.88,1197.88,Floating Rate,9.7,Monthly,Actual/360,2025-03-10,2035-03-10,Sell,37892,DKK,45390068.96,6808510.34,45390068.96,45390.07,2025-12-10,0.008097639162520452,ESTR,9700.0,MTF,Amended,N,Y,N,Physical,BKUS,Active
FIC3835,Riskone,21-Nov-2025,21-Nov-2025,22-Nov-2025,Y,26-Dec-2025,CUST003835,Megan Chambers Banking Ltd,Broker,Rebecca Johnson Mutual Fund,Equity-LON,FixedIncome,Bonds,Jeremy Thornton Banking Ltd,Soverign-CG,Subordinated,A,10000,11300.26,11300.26,Fixed Coupon,4.4,Monthly,30/360,2025-01-21,2034-01-21,Sell,29235,ZAR,330363101.1,18500333.66,330363101.1,165181.55,2025-12-21,0.00038937157198152964,SOFR,44000.0,Exchange,New,N,Y,N,Physical,BKUS,Rebalance
FIC3836,Murex,29-Mar-2023,29-Mar-2023,30-Mar-2023,Y,03-May-2023,CUST003836,Vanya Subramaniam Pvt Ltd Company,OTC,Melissa Rivera Banking Ltd,Equity-HK,FixedIncome,Bonds,Christopher Taylor Brokers Ltd,PublicLtd-Medium,Senior Secured,BBB,1000,1217.03,1217.03,Fixed Coupon,4.8,Monthly,Actual/365,2022-12-29,2031-12-29,Sell,37044,USD,45083659.32,45083659.32,45083659.32,22541.83,2023-04-28,0.003944027673927512,SOFR,4800.0,OTC,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3837,BloomTOMS,16-May-2024,16-May-2024,17-May-2024,Y,21-Jun-2024,CUST003837,Kathleen Hester Pvt Ltd Company,Broker,Carol Wood Mutual Fund,FixedIncome-NY,FixedIncome,Bonds,Alexander Austin Pub Ltd Company,PublicLtd-Medium,Senior Secured,AAA,1000,922.03,922.03,Floating Rate,3.5,Monthly,30/360,2023-08-16,2033-08-16,Sell,1154,USD,1064022.62,1064022.62,1064022.62,532.01,2024-06-16,0.003795971931498975,ESTR,3500.0,MTF,New,Y,Y,Y,Physical,BKUS,Diversify
FIC3838,Calypso,11-Jan-2023,11-Jan-2023,12-Jan-2023,Y,16-Apr-2023,CUST003838,Angela Robinson Brokers Ltd,Broker,Georgina Hall Brokers Ltd,Credit-NY,FixedIncome,Secured Notes,Mr Jake Jackson Brokers Ltd,Soverign-StateGovt,Senior Secured,A,100,79.36,79.36,Fixed Coupon,3.1,Semiannual,30E/360,2022-04-11,2025-04-11,Buy,6792,USD,539013.12,539013.12,539013.12,269.51,2023-04-11,0.0390625,SONIA,310.0,MTF,New,N,Y,Y,Physical,BKUS,Rebalance
FIC3839,Riskone,29-Nov-2024,29-Nov-2024,30-Nov-2024,Y,05-Mar-2025,CUST003839,Mrs. Stephanie Love Finance Company,CCP,Robert Rivera Finance Company,Equity-NY,FixedIncome,Bonds,Steven Taylor Mutual Fund,Quasi-Govt,Mezzanine,A,100,84.46,84.46,Zero Coupon,9.0,Quarterly,Actual/360,2024-05-29,2034-05-29,Buy,30518,USD,2577550.28,2577550.28,2577550.28,1288.78,2025-02-28,0.10655931802036468,MIBOR,900.0,Exchange,New,Y,Y,Y,Physical,BKUS,Active
FIC3840,BloomTOMS,11-Jan-2024,11-Jan-2024,12-Jan-2024,Y,16-Mar-2024,CUST003840,Dennis Adams Non-Banking Fin Co,Broker,Chanakya Dhar Pub Ltd Company,Credit-NY,FixedIncome,Bonds,Miss Carol Daly Finance Company,Quasi-Govt,Subordinated,AAA,100,113.06,113.06,Fixed Coupon,5.6,Quarterly,Actual/Actual (ISDA),2023-06-11,2031-06-11,Sell,4019,USD,454388.14,454388.14,454388.14,454.39,2024-03-11,0.049531222359808946,SONIA,560.0,MTF,New,Y,Y,N,Physical,BKUS,Rebalance
FIC3841,Riskone,09-Oct-2023,09-Oct-2023,10-Oct-2023,Y,14-Apr-2024,CUST003841,Gavin Saha Brokers Ltd,Broker,Leigh Begum Finance Company,Forex-NY,FixedIncome,Bonds,Sai Sani Banking Ltd,Quasi-Govt,Senior Secured,B,100,128.69,128.69,Fixed Coupon,8.9,Semiannual,Actual/Actual (ISDA),2023-04-09,2032-04-09,Buy,41601,EUR,5353632.69,5888995.96,5353632.69,2676.82,2024-04-09,0.06915844276944597,SOFR,890.0,MTF,New,Y,N,Y,Physical,BKUS,Rebalance
FIC3842,Murex,09-Jan-2025,09-Jan-2025,10-Jan-2025,Y,14-Feb-2025,CUST003842,Victor Shanker Finance Company,CCP,Laura Elliott Pub Ltd Company,Equity-NY,FixedIncome,Bonds,Vasudha Bal Finance Company,Soverign-StateGovt,Senior Secured,A,1000,1236.46,1236.46,Fixed Coupon,4.1,Monthly,30/360,2024-04-09,2034-04-09,Sell,48790,USD,60326883.4,60326883.4,60326883.4,60326.88,2025-02-09,0.0033159180240363616,SONIA,4100.0,MTF,New,Y,Y,Y,Physical,BKUS,Passive
FIC3843,BloomTOMS,19-Nov-2025,19-Nov-2025,20-Nov-2025,Y,24-Feb-2026,CUST003843,Shawn Whitaker Banking Ltd,OTC,Shane Clarke-Shah Pvt Ltd Company,Forex-HK,FixedIncome,Bonds,Anthony Barber Mutual Fund,PublicLtd-Medium,Senior Unsecured,BBB,10000,8866.81,8866.81,Zero Coupon,9.2,Annual,30/360,2025-02-19,2033-02-19,Sell,27843,USD,246878590.83,246878590.83,246878590.83,246878.59,2026-02-19,0.0010375772120976992,EURIBOR,92000.0,OTC,New,Y,Y,N,Physical,BKUS,Diversify
FIC3844,BloomTOMS,08-Dec-2023,08-Dec-2023,09-Dec-2023,Y,13-Jan-2024,CUST003844,Niharika Dewan Pvt Ltd Company,CCP,Upasna Ganesan Pvt Ltd Company,Forex-LON,FixedIncome,NCD,Barry Campbell Pvt Ltd Company,PublicLtd-Medium,Preferred,A,100,113.04,113.04,Floating Rate,5.4,Monthly,30E/360,2023-01-08,2030-01-08,Sell,28420,USD,3212596.8,3212596.8,3212596.8,1606.3,2024-01-08,0.04777070063694268,SOFR,540.0,Exchange,New,N,Y,Y,Physical,BKUS,Active
FIC3845,Riskone,22-Jan-2024,22-Jan-2024,23-Jan-2024,Y,27-Jan-2025,CUST003845,Ashley Hartman Finance Company,Broker,Saanvi Ramesh Mutual Fund,Credit-NY,FixedIncome,NCD,Jay Taylor Brokers Ltd,Soverign-CG,Preferred,AAA,1000,769.35,769.35,Fixed Coupon,9.4,Annual,Actual/365,2023-01-22,2029-01-22,Buy,47641,SGD,36652603.35,28589030.61,36652603.35,18326.3,2025-01-22,0.012218106193540001,ESTR,9400.0,Exchange,New,N,Y,Y,Physical,BKUS,Active
FIC3846,Murex,08-May-2023,08-May-2023,09-May-2023,Y,13-Jun-2023,CUST003846,Vansha Batta Pub Ltd Company,Broker,Joel Bell Pvt Ltd Company,FixedIncome-HK,FixedIncome,Secured Notes,Jose Mckinney Brokers Ltd,Soverign-StateGovt,Senior Secured,A,10000,10962.02,10962.02,Floating Rate,5.3,Monthly,30/360,2022-06-08,2027-06-08,Sell,30590,USD,335328191.8,335328191.8,335328191.8,335328.19,2023-06-08,0.00048348753240734824,ESTR,53000.0,Exchange,Cancelled,Y,Y,Y,Physical,BKUS,Rebalance
