Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Buy_sell,Trade_quantity,Trade_currency,Price,Gross_amount,Gross_amount_USD,Net_amount,Fees_commission,Execution_venue,Order_type,Trade_status,Settlement_status,Settlement_type,Trade_capture_stp,Settlement_stp,Legal_entity,Portfolio_strategy
EQT9382,Bacardi,18-Jun-2025,18-Jun-2025,18-Jun-2025,Y,20-Jun-2025,CUST009382,Bhanumati Khare Brokers Ltd,Broker,Kevin Smith Non-Banking Fin Co,Credit-LON,Equity,Cash Equity,Sell,865087,USD,83.0,71800630.46,71800630.46,71800630.46,359003.15,Exchange,Stop,Cancelled,Y,Physical,Y,Y,BKUS,Diversify
EQT9383,Bloomberg,28-Jan-2025,28-Jan-2025,28-Jan-2025,Y,30-Jan-2025,CUST009383,Christopher Ghose Finance Company,OTC,Anna Lloyd-Knight Finance Company,FixedIncome-LON,Equity,Cash Equity,Sell,289318,USD,267.22,77312405.69,77312405.69,77312405.69,773124.06,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT9384,Bloomberg,27-Feb-2023,27-Feb-2023,27-Feb-2023,Y,01-Mar-2023,CUST009384,Donald Richardson Pvt Ltd Company,Broker,Ms Jill Foster Pub Ltd Company,Forex-LON,Equity,Cash Equity,Sell,77993,EUR,302.89,23623594.39,25985953.83,23623594.39,236235.94,Exchange,Limit,New,Y,Physical,N,Y,BKUS,Diversify
EQT9385,Bloomberg,16-Feb-2024,16-Feb-2024,16-Feb-2024,Y,18-Feb-2024,CUST009385,Jeremiah Jones Pvt Ltd Company,CCP,Heather Henry Mutual Fund,FixedIncome-HK,Equity,Cash Equity,Sell,163746,USD,480.2,78630217.45,78630217.45,78630217.45,393151.09,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9386,Bloomberg,27-Dec-2024,27-Dec-2024,27-Dec-2024,Y,29-Dec-2024,CUST009386,Ben Jones Finance Company,CCP,Daniel Floyd Banking Ltd,Forex-HK,Equity,Cash Equity,Sell,13724325,EGP,137.07,1881134231.8,39503818.87,1881134231.8,9405671.16,MTF,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT9387,Bacardi,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2025,CUST009387,Jacqueline Shepherd Mutual Fund,Broker,Ansh Suresh Pub Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,3709460,EUR,23.15,85876660.17,94464326.19,85876660.17,858766.6,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9388,Bloomberg,02-Nov-2023,02-Nov-2023,02-Nov-2023,Y,04-Nov-2023,CUST009388,Nancy Salas Brokers Ltd,CCP,Jack Richards-Jones Pvt Ltd Company,Credit-HK,Equity,Cash Equity,Sell,485769,USD,102.09,49593855.51,49593855.51,49593855.51,495938.56,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9389,Kondorplus,30-Nov-2023,30-Nov-2023,30-Nov-2023,Y,02-Dec-2023,CUST009389,Patrick Herring Brokers Ltd,CCP,Graeme Walton Pub Ltd Company,Credit-LON,Equity,Cash Equity,Sell,229811,GBP,283.71,65199812.33,81499765.41,65199812.33,651998.12,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT9390,Kondorplus,22-Jun-2023,22-Jun-2023,22-Jun-2023,Y,24-Jun-2023,CUST009390,Nidra Datta Finance Company,OTC,Forum Krish Non-Banking Fin Co,FixedIncome-NY,Equity,Cash Equity,Buy,164737,EUR,456.6,75219241.5,82741165.65,75219241.5,376096.21,OTC,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9391,Bacardi,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009391,Chakradev Contractor Banking Ltd,OTC,Ashley Sharp Pvt Ltd Company,FixedIncome-HK,Equity,Cash Equity,Sell,209436,USD,454.07,95098588.84,95098588.84,95098588.84,950985.89,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT9392,Bloomberg,25-Dec-2023,25-Dec-2023,25-Dec-2023,Y,27-Dec-2023,CUST009392,James Hughes Pvt Ltd Company,CCP,Mary Sanchez Brokers Ltd,FixedIncome-LON,Equity,Cash Equity,Buy,239687,USD,206.43,49477721.58,49477721.58,49477721.58,247388.61,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT9393,Bacardi,02-Dec-2024,02-Dec-2024,02-Dec-2024,Y,04-Dec-2024,CUST009393,Tina Bradley Banking Ltd,CCP,Kevin Ball Finance Company,FixedIncome-HK,Equity,Cash Equity,Buy,112412,VEF,379.02,42606594.34,3408527.55,42606594.34,213032.97,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT9394,Kondorplus,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009394,Niharika Barad Finance Company,CCP,Julie Ward Pvt Ltd Company,FixedIncome-NY,Equity,Cash Equity,Buy,27272749,JPY,104.13,2839942396.28,19311608.29,2839942396.28,14199711.98,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9395,Bloomberg,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2025,CUST009395,Tyler Lewis Banking Ltd,CCP,Miss Carole Hall Banking Ltd,Credit-LON,Equity,Cash Equity,Buy,365565,CAD,320.25,117073214.57,85463446.63,117073214.57,585366.07,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9396,Kondorplus,30-Aug-2023,30-Aug-2023,30-Aug-2023,Y,01-Sep-2023,CUST009396,Sarah Robinson Brokers Ltd,CCP,Tammy Castro Pvt Ltd Company,Forex-LON,Equity,Cash Equity,Sell,259484,USD,64.48,16731601.66,16731601.66,16731601.66,167316.02,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9397,Kondorplus,31-Jul-2024,31-Jul-2024,31-Jul-2024,Y,02-Aug-2024,CUST009397,Fernando Simpson Finance Company,CCP,Devika Sunder Non-Banking Fin Co,Credit-HK,Equity,Cash Equity,Sell,165225,USD,167.21,27627935.29,27627935.29,27627935.29,138139.68,MTF,Limit,New,Y,Physical,N,Y,BKUS,Passive
EQT9398,Bloomberg,04-Dec-2025,04-Dec-2025,04-Dec-2025,Y,06-Dec-2025,CUST009398,Christopher Williams Mutual Fund,OTC,Richard Alvarado Finance Company,Forex-LON,Equity,Cash Equity,Sell,85662,USD,435.83,37333872.91,37333872.91,37333872.91,186669.36,OTC,Limit,New,N,Physical,Y,Y,BKUS,Diversify
EQT9399,Kondorplus,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST009399,Andrew Goddard Banking Ltd,Broker,Theodore Johnson Non-Banking Fin Co,FixedIncome-NY,Equity,Cash Equity,Sell,4704178,VEF,150.1,706079829.62,56486386.37,706079829.62,3530399.15,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9400,Bloomberg,10-Apr-2025,10-Apr-2025,10-Apr-2025,Y,12-Apr-2025,CUST009400,Mr. Jonathan Lawrence Mutual Fund,Broker,Stephanie Warren Brokers Ltd,Equity-HK,Equity,Cash Equity,Buy,216354,USD,303.03,65562122.23,65562122.23,65562122.23,327810.61,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9401,Kondorplus,21-Nov-2024,21-Nov-2024,21-Nov-2024,Y,23-Nov-2024,CUST009401,Wakeeta Contractor Pub Ltd Company,CCP,Carly Ferguson-Williams Pub Ltd Company,Equity-NY,Equity,Cash Equity,Buy,1187999,USD,35.12,41718251.89,41718251.89,41718251.89,208591.26,MTF,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9402,Kondorplus,18-Apr-2023,18-Apr-2023,18-Apr-2023,Y,20-Apr-2023,CUST009402,Matthew Andrews Banking Ltd,Broker,Ashlee Rasmussen Banking Ltd,FixedIncome-LON,Equity,Cash Equity,Buy,32960,USD,201.63,6645843.54,6645843.54,6645843.54,66458.44,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9403,Bacardi,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2025,CUST009403,Jagvi Goyal Brokers Ltd,OTC,Alec Bridges Pvt Ltd Company,Forex-NY,Equity,Cash Equity,Sell,525987,USD,154.52,81277536.73,81277536.73,81277536.73,406387.68,OTC,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9404,Kondorplus,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009404,John Riley Banking Ltd,Broker,Brian Durham Mutual Fund,Credit-LON,Equity,Cash Equity,Buy,315074,USD,245.47,77341634.57,77341634.57,77341634.57,386708.17,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT9405,Bacardi,27-Nov-2024,27-Nov-2024,27-Nov-2024,Y,29-Nov-2024,CUST009405,Tracy Hodges Banking Ltd,OTC,Richard Wallace Banking Ltd,Credit-NY,Equity,Cash Equity,Sell,363247,USD,206.36,74958966.59,74958966.59,74958966.59,374794.83,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9406,Kondorplus,07-Aug-2024,07-Aug-2024,07-Aug-2024,Y,09-Aug-2024,CUST009406,Baljiwan Ben Finance Company,CCP,Andre Moyer Mutual Fund,FixedIncome-LON,Equity,Cash Equity,Buy,532411,USD,179.4,95516941.33,95516941.33,95516941.33,477584.71,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9407,Kondorplus,21-Apr-2025,21-Apr-2025,21-Apr-2025,Y,23-Apr-2025,CUST009407,Sarah Wood Pub Ltd Company,CCP,Mitesh Wali Pvt Ltd Company,Credit-LON,Equity,Cash Equity,Buy,2242703,USD,34.45,77260780.41,77260780.41,77260780.41,386303.9,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9408,Kondorplus,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,12-Nov-2025,CUST009408,Lohit Contractor Brokers Ltd,OTC,Joseph Watson Pub Ltd Company,Forex-NY,Equity,Cash Equity,Buy,659889,CAD,190.81,125916704.5,91919194.29,125916704.5,1259167.05,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT9409,Bloomberg,01-Sep-2023,01-Sep-2023,01-Sep-2023,Y,03-Sep-2023,CUST009409,Donna Jensen Pub Ltd Company,OTC,Harini Bajwa Banking Ltd,Credit-NY,Equity,Cash Equity,Sell,37593,USD,482.76,18148714.54,18148714.54,18148714.54,181487.15,OTC,Market,New,Y,Physical,N,Y,BKUS,Active
EQT9410,Bloomberg,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,04-Dec-2025,CUST009410,Michael Knox Mutual Fund,OTC,John Cruz Non-Banking Fin Co,Credit-HK,Equity,Cash Equity,Buy,46426,EUR,286.29,13291443.26,14620587.58,13291443.26,132914.43,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9411,Bacardi,29-Mar-2023,29-Mar-2023,29-Mar-2023,Y,31-Mar-2023,CUST009411,Mr. Richard Young Mutual Fund,OTC,Alyssa Wilson Non-Banking Fin Co,Forex-LON,Equity,Cash Equity,Buy,2813149,USD,23.76,66851280.08,66851280.08,66851280.08,334256.4,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9412,Bacardi,06-Sep-2023,06-Sep-2023,06-Sep-2023,Y,08-Sep-2023,CUST009412,David Walter Pub Ltd Company,CCP,Sean Schneider Non-Banking Fin Co,Equity-HK,Equity,Cash Equity,Sell,621985,USD,86.37,53717845.61,53717845.61,53717845.61,268589.23,MTF,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9413,Kondorplus,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST009413,Dr Jade Stewart Finance Company,CCP,Faqid Chhabra Pub Ltd Company,Equity-NY,Equity,Cash Equity,Buy,1349561,USD,34.75,46900888.62,46900888.62,46900888.62,234504.44,Exchange,Stop,New,N,Physical,Y,Y,BKUS,Diversify
EQT9414,Kondorplus,26-Oct-2023,26-Oct-2023,26-Oct-2023,Y,28-Oct-2023,CUST009414,Daniel Clark-Walker Pub Ltd Company,Broker,Ati Sood Banking Ltd,Credit-LON,Equity,Cash Equity,Sell,32893,EUR,475.2,15630660.36,17193726.4,15630660.36,78153.3,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT9415,Bacardi,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2025,CUST009415,Kevin Franklin Pub Ltd Company,Broker,Charles Warner Pub Ltd Company,Forex-NY,Equity,Cash Equity,Sell,1329549,VEF,411.86,547588301.89,43807064.15,547588301.89,5475883.02,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9416,Bloomberg,22-Apr-2024,22-Apr-2024,22-Apr-2024,Y,24-Apr-2024,CUST009416,Jackson Bakshi Finance Company,CCP,Michael Meyer Finance Company,Credit-LON,Equity,Cash Equity,Buy,141184,USD,484.41,68390591.9,68390591.9,68390591.9,683905.92,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9417,Bacardi,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2025,CUST009417,Irene Gardner Finance Company,Broker,Phillip Barnes Finance Company,Forex-NY,Equity,Cash Equity,Buy,133836,USD,350.95,46969841.2,46969841.2,46969841.2,469698.41,MTF,Market,New,N,Physical,Y,Y,BKUS,Diversify
EQT9418,Kondorplus,03-Oct-2023,03-Oct-2023,03-Oct-2023,Y,05-Oct-2023,CUST009418,Dr Stephen Woods Non-Banking Fin Co,OTC,Laksh Madan Mutual Fund,Equity-NY,Equity,Cash Equity,Buy,208812,EUR,421.46,88005269.47,96805796.42,88005269.47,880052.69,OTC,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9419,Bloomberg,19-Aug-2025,19-Aug-2025,19-Aug-2025,Y,21-Aug-2025,CUST009419,Ronald Aguilar Non-Banking Fin Co,OTC,Aachal Guha Mutual Fund,Forex-NY,Equity,Cash Equity,Sell,1434219,CAD,49.64,71188166.8,51967361.76,71188166.8,355940.83,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9420,Bloomberg,17-Apr-2024,17-Apr-2024,17-Apr-2024,Y,19-Apr-2024,CUST009420,Stephen Miles Banking Ltd,Broker,Michelle Butler Pvt Ltd Company,Forex-HK,Equity,Cash Equity,Buy,37207,GBP,483.36,17984497.54,22480621.92,17984497.54,89922.49,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9421,Kondorplus,16-Aug-2024,16-Aug-2024,16-Aug-2024,Y,18-Aug-2024,CUST009421,Carl Williams Mutual Fund,Broker,Gagan Vala Non-Banking Fin Co,Forex-HK,Equity,Cash Equity,Buy,4566587,EGP,190.22,868639740.69,18241434.55,868639740.69,8686397.41,MTF,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT9422,Kondorplus,20-Aug-2024,20-Aug-2024,20-Aug-2024,Y,22-Aug-2024,CUST009422,Ross Lopez Brokers Ltd,CCP,Miss Gail Smith Mutual Fund,Forex-NY,Equity,Cash Equity,Buy,576495,USD,109.09,62887904.64,62887904.64,62887904.64,314439.52,MTF,Market,New,N,Physical,N,Y,BKUS,Rebalance
EQT9423,Bacardi,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009423,Gayathri Kala Pub Ltd Company,Broker,Eleanor Bevan Pvt Ltd Company,Forex-LON,Equity,Cash Equity,Sell,9946314,INR,436.16,4338217567.39,52058610.81,4338217567.39,21691087.84,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT9424,Kondorplus,15-Jun-2023,15-Jun-2023,15-Jun-2023,Y,17-Jun-2023,CUST009424,Valerie Snyder Banking Ltd,CCP,Adam Hanson Pub Ltd Company,FixedIncome-LON,Equity,Cash Equity,Buy,97048,EUR,278.69,27046827.62,29751510.39,27046827.62,270468.28,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Passive
EQT9425,Kondorplus,24-May-2023,24-May-2023,24-May-2023,Y,26-May-2023,CUST009425,Kevin Gonzales Pub Ltd Company,OTC,Valerie Fuller Banking Ltd,Forex-HK,Equity,Cash Equity,Sell,765391,USD,106.82,81759528.15,81759528.15,81759528.15,408797.64,OTC,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT9426,Kondorplus,21-Nov-2025,21-Nov-2025,21-Nov-2025,N,23-Nov-2025,CUST009426,Dana Gomez Non-Banking Fin Co,CCP,Adrienne Garcia Pvt Ltd Company,Equity-HK,Equity,Cash Equity,Buy,240206,USD,233.23,56024202.55,56024202.55,56024202.55,280121.01,MTF,Market,Amended,Y,Physical,Y,Y,BKUS,Diversify
EQT9427,Bacardi,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST009427,Brianna George Non-Banking Fin Co,OTC,Michael Hoffman Pub Ltd Company,FixedIncome-LON,Equity,Cash Equity,Buy,699844,EUR,93.37,65342496.75,71876746.43,65342496.75,653424.97,OTC,Limit,New,N,Physical,Y,Y,BKUS,Active
EQT9428,Bloomberg,13-Dec-2024,13-Dec-2024,13-Dec-2024,Y,15-Dec-2024,CUST009428,Saumya Dugal Finance Company,CCP,Michelle Gomez Finance Company,Equity-HK,Equity,Cash Equity,Sell,37103,USD,180.4,6693414.44,6693414.44,6693414.44,66934.14,Exchange,Limit,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9429,Bacardi,11-Aug-2025,11-Aug-2025,11-Aug-2025,Y,13-Aug-2025,CUST009429,Donald Long Pvt Ltd Company,Broker,Jamie Maxwell Banking Ltd,Credit-NY,Equity,Cash Equity,Buy,1325378,USD,62.17,82394038.78,82394038.78,82394038.78,411970.19,MTF,Stop,New,N,Physical,Y,Y,BKUS,Diversify
EQT9430,Bacardi,15-Jul-2025,15-Jul-2025,15-Jul-2025,Y,17-Jul-2025,CUST009430,Hritik Karnik Brokers Ltd,OTC,Catherine Cooper Banking Ltd,Equity-HK,Equity,Cash Equity,Buy,39190036,JPY,181.17,7100090796.36,48280617.42,7100090796.36,35500453.98,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9431,Kondorplus,20-Apr-2023,20-Apr-2023,20-Apr-2023,Y,22-Apr-2023,CUST009431,Jhalak Behl Mutual Fund,CCP,Jeffrey Cox Finance Company,Forex-NY,Equity,Cash Equity,Sell,1071883,USD,38.6,41372796.63,41372796.63,41372796.63,206863.98,MTF,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9432,Kondorplus,08-Dec-2023,08-Dec-2023,08-Dec-2023,Y,10-Dec-2023,CUST009432,Sandra Green Mutual Fund,Broker,Benjamin Varghese Non-Banking Fin Co,Equity-LON,Equity,Cash Equity,Buy,453019,USD,154.63,70051855.38,70051855.38,70051855.38,700518.55,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9433,Kondorplus,10-Mar-2023,10-Mar-2023,10-Mar-2023,Y,12-Mar-2023,CUST009433,Lawrence Gonzalez Brokers Ltd,CCP,Daksha Kale Brokers Ltd,Forex-NY,Equity,Cash Equity,Sell,436744,USD,83.62,36518857.74,36518857.74,36518857.74,182594.29,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9434,Bloomberg,17-Apr-2025,17-Apr-2025,17-Apr-2025,Y,19-Apr-2025,CUST009434,Frederick Moore Banking Ltd,OTC,Samar Nagi Pub Ltd Company,Forex-NY,Equity,Cash Equity,Buy,187548,USD,422.6,79257885.62,79257885.62,79257885.62,792578.86,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9435,Bloomberg,03-Jul-2025,03-Jul-2025,03-Jul-2025,Y,05-Jul-2025,CUST009435,Chad Lewis Pub Ltd Company,OTC,Anya Thakur Finance Company,Credit-LON,Equity,Cash Equity,Buy,117273,USD,463.75,54385504.27,54385504.27,54385504.27,271927.52,OTC,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9436,Kondorplus,05-Jun-2025,05-Jun-2025,05-Jun-2025,Y,07-Jun-2025,CUST009436,Connie Moreno Banking Ltd,OTC,Natalie Andrews-Watson Banking Ltd,FixedIncome-LON,Equity,Cash Equity,Buy,5872,GBP,441.15,2590571.8,3238214.74,2590571.8,12952.86,OTC,Stop,New,N,Physical,Y,Y,BKUS,Diversify
EQT9437,Bloomberg,01-Jul-2024,01-Jul-2024,01-Jul-2024,Y,03-Jul-2024,CUST009437,Ian Hicks Mutual Fund,Broker,Sherry Stephens Finance Company,FixedIncome-HK,Equity,Cash Equity,Sell,347982,EUR,116.31,40473216.42,44520538.06,40473216.42,202366.08,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9438,Bloomberg,21-Jun-2024,21-Jun-2024,21-Jun-2024,Y,23-Jun-2024,CUST009438,Allison Martin Pvt Ltd Company,OTC,Samantha Barnett Finance Company,Equity-LON,Equity,Cash Equity,Sell,295306,USD,240.67,71072165.27,71072165.27,71072165.27,710721.65,OTC,Market,Amended,Y,Physical,Y,Y,BKUS,Active
EQT9439,Bacardi,02-Aug-2024,02-Aug-2024,02-Aug-2024,Y,04-Aug-2024,CUST009439,David Bose Banking Ltd,CCP,Ethan Yadav Banking Ltd,Forex-LON,Equity,Cash Equity,Sell,409431,USD,136.61,55930994.21,55930994.21,55930994.21,279654.97,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT9440,Bacardi,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2025,CUST009440,Paula Thompson Banking Ltd,Broker,Justin Matthews Banking Ltd,Equity-HK,Equity,Cash Equity,Buy,242615,EUR,165.93,40256929.62,44282622.58,40256929.62,201284.65,MTF,Stop,New,N,Physical,Y,Y,BKUS,Active
EQT9441,Bacardi,17-Sep-2025,17-Sep-2025,17-Sep-2025,Y,19-Sep-2025,CUST009441,Raksha Boase Pvt Ltd Company,CCP,Katie Mendoza Banking Ltd,Equity-LON,Equity,Cash Equity,Buy,236933,USD,112.29,26604639.32,26604639.32,26604639.32,133023.2,MTF,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9442,Kondorplus,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009442,Xalak Mishra Mutual Fund,OTC,David Harrison Brokers Ltd,Forex-HK,Equity,Cash Equity,Sell,271115,USD,107.0,29009904.96,29009904.96,29009904.96,290099.05,OTC,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT9443,Kondorplus,27-Aug-2025,27-Aug-2025,27-Aug-2025,Y,29-Aug-2025,CUST009443,Darsh Bansal Non-Banking Fin Co,OTC,Nicole Barnes Finance Company,Forex-HK,Equity,Cash Equity,Buy,14509,EUR,71.04,1030815.02,1133896.52,1030815.02,10308.15,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9444,Kondorplus,13-Mar-2023,13-Mar-2023,13-Mar-2023,Y,15-Mar-2023,CUST009444,Christopher Thomas Non-Banking Fin Co,Broker,Mary Lyons Pvt Ltd Company,Credit-HK,Equity,Cash Equity,Buy,5615,USD,329.71,1851455.86,1851455.86,1851455.86,18514.56,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Active
EQT9445,Kondorplus,16-Jun-2023,16-Jun-2023,16-Jun-2023,Y,18-Jun-2023,CUST009445,Jessica Jones Finance Company,OTC,Ishani Bal Pub Ltd Company,Credit-HK,Equity,Cash Equity,Buy,463608,USD,195.56,90665195.33,90665195.33,90665195.33,453325.98,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Passive
EQT9446,Bloomberg,24-May-2024,24-May-2024,24-May-2024,Y,26-May-2024,CUST009446,Caroline Mann Banking Ltd,CCP,Max Bumb Finance Company,Equity-LON,Equity,Cash Equity,Sell,3630459,INR,405.6,1472513435.52,17670161.23,1472513435.52,14725134.36,Exchange,Stop,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9447,Kondorplus,24-Sep-2024,24-Sep-2024,24-Sep-2024,Y,26-Sep-2024,CUST009447,Harry Wilson Mutual Fund,CCP,Bethany Begum Finance Company,FixedIncome-HK,Equity,Cash Equity,Sell,321635,USD,152.77,49135144.25,49135144.25,49135144.25,491351.44,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9448,Bloomberg,08-Sep-2023,08-Sep-2023,08-Sep-2023,Y,10-Sep-2023,CUST009448,Hayley Boyle Pub Ltd Company,Broker,Geraldine Webb Brokers Ltd,Equity-NY,Equity,Cash Equity,Buy,109578,USD,317.88,34832824.2,34832824.2,34832824.2,348328.24,MTF,Market,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9449,Bloomberg,25-Apr-2023,25-Apr-2023,25-Apr-2023,Y,27-Apr-2023,CUST009449,Harish Manda Pvt Ltd Company,Broker,Wayne Page-Smith Brokers Ltd,Equity-NY,Equity,Cash Equity,Sell,119021,USD,280.19,33348586.87,33348586.87,33348586.87,333485.87,Exchange,Limit,New,Y,Physical,N,Y,BKUS,Passive
EQT9450,Bloomberg,09-Sep-2024,09-Sep-2024,09-Sep-2024,Y,11-Sep-2024,CUST009450,Steven Griffin Mutual Fund,OTC,Wayne Holmes Non-Banking Fin Co,Equity-NY,Equity,Cash Equity,Buy,85438,EUR,109.83,9383983.36,10322381.7,9383983.36,46919.92,OTC,Market,New,Y,Physical,Y,Y,BKUS,Passive
EQT9451,Bacardi,25-Jun-2024,25-Jun-2024,25-Jun-2024,Y,27-Jun-2024,CUST009451,Samuel Parker Mutual Fund,CCP,Dean Potts Finance Company,Credit-HK,Equity,Cash Equity,Buy,769436,USD,62.8,48316923.54,48316923.54,48316923.54,483169.24,MTF,Market,New,Y,Physical,Y,Y,BKUS,Rebalance
EQT9452,Bloomberg,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2025,CUST009452,Melissa Smith Finance Company,OTC,Sai Oak Brokers Ltd,FixedIncome-NY,Equity,Cash Equity,Sell,4794741,USD,12.63,60533945.59,60533945.59,60533945.59,605339.46,OTC,Limit,New,Y,Physical,Y,Y,BKUS,Active
EQT9453,Bloomberg,22-Sep-2025,22-Sep-2025,22-Sep-2025,Y,24-Sep-2025,CUST009453,Joshua Lowe Banking Ltd,Broker,Whitney Martinez Pub Ltd Company,Forex-NY,Equity,Cash Equity,Sell,225734,USD,382.16,86265761.41,86265761.41,86265761.41,862657.61,Exchange,Market,Amended,Y,Physical,Y,Y,BKUS,Passive
EQT9454,Bacardi,05-Mar-2025,05-Mar-2025,05-Mar-2025,Y,07-Mar-2025,CUST009454,Samuel Lee Pvt Ltd Company,Broker,Laura Wiggins Banking Ltd,Equity-NY,Equity,Cash Equity,Sell,51201,USD,260.19,13321964.27,13321964.27,13321964.27,66609.82,Exchange,Market,New,Y,Physical,Y,Y,BKUS,Active
EQT9455,Bloomberg,15-Feb-2024,15-Feb-2024,15-Feb-2024,Y,17-Feb-2024,CUST009455,Mugdha Kale Finance Company,Broker,Christopher Daniels Banking Ltd,Equity-LON,Equity,Cash Equity,Buy,28093,USD,486.14,13657269.41,13657269.41,13657269.41,68286.35,MTF,Stop,New,Y,Physical,Y,Y,BKUS,Diversify
EQT9456,Bloomberg,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2025,CUST009456,Dr Elliott Brennan Non-Banking Fin Co,OTC,Kristin Thompson Non-Banking Fin Co,Forex-HK,Equity,Cash Equity,Sell,16934,USD,251.87,4265422.22,4265422.22,4265422.22,21327.11,OTC,Market,New,Y,Physical,Y,Y,BKUS,Diversify
