Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Settlement_date,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Settlement_type,Buy_sell,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Index_name,Index_cur_level,Contract_size,Number_of_contracts,Contract_amount,Option_type,Strike_price,Premium,Expiry_date,Style,Initial Margin,Settlement_stp,Fees_commission,Stock_name,Stock_cur_price,Contract_code,Index_fut_level,Maturity_date_fut,Stock_fut_price,Notional,Floating_cur_int_rate,Near_leg_date,Far_leg_date,Floating_fut_int_rate,Swap_points
EQD6513,FrontArena,26-Mar-2025,26-Mar-2025,26-Mar-2025,Y,28-Sep-2025,CUST006513,Arjun Chowdhury Mutual Fund,Broker,Abeer Kaul Finance Company,Forex-LON,Derivatives,IndOptions,Physical,Sell,OTC,New,Y,Y,BKUS,Passive,Russell 2000 ,3100.0,50.0,229.0,35495000.0,Put,3231.1555,1081230.8,26-Sep-2025,American,989293.56,Y,177475.0,,,,,,,,,,,,
EQD6514,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2028,CUST006514,Matthew Blake Banking Ltd,OTC,Gerald Elliott Finance Company,Credit-NY,Derivatives,EqFutures,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,,,200.0,163.0,15593232.0,,,,,,384127.11,Y,155932.32,Microsoft Corp (MSFT),478.32,EQDF6514,,13-Nov-2028,422.8385816925488,,,,,,
EQD6515,Sophis,06-Feb-2023,06-Feb-2023,06-Feb-2023,Y,08-Mar-2023,CUST006515,Maria Reynolds Banking Ltd,OTC,Caitlin Hamilton Pvt Ltd Company,Equity-NY,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,Y,BKUS,Passive,S&P 100 ,3434.0,50.0,193.0,33138100.0,Call,3756.9026,1480133.73,06-Mar-2023,American,678420.98,Y,331381.0,,,,,,,,,,,,
EQD6516,Bacardi,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Dec-2025,CUST006516,Destiny Robbins Banking Ltd,OTC,Stephen Benton Non-Banking Fin Co,Equity-LON,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Passive,FTSE All-World,662.0,150.0,290.0,28797000.0,Call,677.01,1094619.17,26-Dec-2025,European,1379019.22,Y,143985.0,,,,,,,,,,,,
EQD6517,FrontArena,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Jan-2026,CUST006517,Kyle Garcia Pvt Ltd Company,OTC,Mason Hegde Finance Company,Equity-HK,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Diversify,S&P 500 ,6815.0,150.0,259.0,264762750.0,Put,7829.401,10278726.86,03-Jan-2026,European,10307744.13,Y,2647627.5,,,,,,,,,,,,
EQD6518,Summit,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2026,CUST006518,Tejas Suri Brokers Ltd,OTC,Utkarsh Pillay Finance Company,FixedIncome-HK,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Active,Wilshire 5000,75000.0,250.0,195.0,3656250000.0,Call,65419.3428,42484491.26,26-Nov-2026,European,148003701.33,Y,18281250.0,,,,,,,,,,,,
EQD6519,FusionCap,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-Dec-2025,CUST006519,Aadi Chakrabarti Pub Ltd Company,CCP,Debra Robertson Pub Ltd Company,Equity-HK,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Diversify,Dow Jones Utility Average,900.0,250.0,296.0,66600000.0,Put,901.3413,1909153.53,04-Dec-2025,European,1959997.66,Y,333000.0,,,,,,,,,,,,
EQD6520,Sophis,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,05-Dec-2026,CUST006520,Gloria Bass Banking Ltd,Broker,Jacob Meadows Pub Ltd Company,Credit-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Active,S&P 500 ,6815.0,50.0,294.0,100180500.0,Put,5870.6758,2157437.22,03-Dec-2026,American,2321126.1,Y,1001805.0,,,,,,,,,,,,
EQD6521,Bacardi,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-Nov-2028,CUST006521,Bradley Foster Brokers Ltd,Broker,Gail Turner Pub Ltd Company,Forex-LON,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Active,S&P 1500,6500.0,100.0,243.0,157950000.0,Call,6091.5671,7401285.28,28-Nov-2028,European,5023718.25,Y,1579500.0,,,,,,,,,,,,
EQD6522,Sophis,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Nov-2026,CUST006522,Jyoti Lalla Mutual Fund,CCP,Reyansh Mital Pvt Ltd Company,Forex-NY,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Rebalance,Nasdaq-100 ,25556.0,150.0,159.0,609510600.0,Put,20931.0917,17141099.32,13-Nov-2026,European,25358353.02,Y,3047553.0,,,,,,,,,,,,
EQD6523,FrontArena,13-Mar-2023,13-Mar-2023,13-Mar-2023,Y,15-Mar-2024,CUST006523,Arjun Talwar Non-Banking Fin Co,Broker,Logan Solanki Mutual Fund,Credit-HK,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,Y,BKUS,Active,S&P MidCap 400,3500.0,100.0,192.0,67200000.0,Call,2833.8414,2816933.54,13-Mar-2024,American,2561619.27,Y,336000.0,,,,,,,,,,,,
EQD6524,FrontArena,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Nov-2026,CUST006524,Jagdish Pandit Non-Banking Fin Co,OTC,Viraj Wadhwa Non-Banking Fin Co,Credit-HK,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Passive,Wilshire 5000,75000.0,250.0,109.0,2043750000.0,Put,61586.4443,91418971.55,19-Nov-2026,European,65089961.05,Y,10218750.0,,,,,,,,,,,,
EQD6525,Sophis,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,13-Nov-2026,CUST006525,Wendy Brown Finance Company,CCP,Bryan Hernandez Banking Ltd,Equity-HK,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Active,S&P Global 1200,8500.0,150.0,134.0,170850000.0,Call,8653.4988,8167308.33,11-Nov-2026,American,6906780.88,Y,854250.0,,,,,,,,,,,,
EQD6526,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-May-2026,CUST006526,Laura Johnson Pvt Ltd Company,OTC,Watika Mann Non-Banking Fin Co,Forex-NY,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,Cboe Volatility Index (VIX) ,16.6,200.0,181.0,600920.0000000001,Call,19.4998,7975.82,26-May-2026,European,18221.45,Y,3004.6,,,,,,,,,,,,
EQD6527,Bacardi,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Feb-2026,CUST006527,Keith Jones Finance Company,Broker,Rebecca Davis Finance Company,Credit-HK,Derivatives,EqOptions,Physical,Buy,Exchange,New,N,N,BKUS,Passive,,,50.0,288.0,1480896.0,Put,99.2415,67404.83,20-Feb-2026,European,49689.76,Y,14808.96,Netflix Inc (NFLX),102.84,,,,,,,,,,
EQD6528,Bacardi,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-May-2026,CUST006528,Urvashi Pillay Banking Ltd,CCP,Ganga Doshi Non-Banking Fin Co,Equity-LON,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,S&P 500 ,6815.0,10.0,165.0,11244750.0,Call,5487.1858,294542.28,14-May-2026,European,238859.09,Y,112447.5,,,,,,,,,,,,
EQD6529,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-Feb-2026,CUST006529,Selena Johnson Banking Ltd,OTC,Brandon Garner Mutual Fund,FixedIncome-LON,Derivatives,IndOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Active,Nasdaq-100 ,25556.0,10.0,215.0,54945400.0,Call,27505.839,1905357.05,03-Feb-2026,European,1314616.12,N,549454.0,,,,,,,,,,,,
EQD6530,FrontArena,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Dec-2026,CUST006530,John Garner Pub Ltd Company,CCP,Alice Williams Finance Company,Forex-NY,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,Dow Jones Utility Average,900.0,10.0,103.0,927000.0,Call,844.5503,28800.5,05-Dec-2026,American,42696.88,Y,9270.0,,,,,,,,,,,,
EQD6531,FrontArena,21-Feb-2023,21-Feb-2023,21-Feb-2023,Y,23-Feb-2024,CUST006531,Caroline Diaz Brokers Ltd,CCP,Nathan Reed Pub Ltd Company,FixedIncome-LON,Derivatives,EqOptions,Cash,Buy,Exchange,New,Y,Y,BKUS,Diversify,,,150.0,134.0,5764077.0,Put,333.3848,101202.82,21-Feb-2024,American,250603.68,Y,57640.77,Apple Inc. (AAPL),286.77,,,,,,,,,,
EQD6532,FrontArena,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2028,CUST006532,Ms. Stacy Burns Banking Ltd,CCP,Diana Hammond Mutual Fund,Equity-LON,Derivatives,IndOptions,Cash,Buy,OTC,Cancelled,Y,N,BKUS,Passive,Nasdaq-100 ,25556.0,10.0,176.0,44978560.0,Put,27980.2046,1189529.0,20-Nov-2028,American,1424675.61,Y,449785.6,,,,,,,,,,,,
EQD6533,FrontArena,08-May-2023,08-May-2023,08-May-2023,Y,10-May-2024,CUST006533,Sally Howard-Brown Banking Ltd,CCP,Melody Anderson Finance Company,Credit-HK,Derivatives,IndOptions,Physical,Sell,MTF,New,Y,Y,BKUS,Active,Wilshire 5000,75000.0,150.0,131.0,1473750000.0,Put,74874.5792,48137179.39,08-May-2024,American,35227699.7,Y,14737500.0,,,,,,,,,,,,
EQD6534,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,27-Nov-2027,CUST006534,Dr Olivia Jones Non-Banking Fin Co,OTC,Robert Hudson Brokers Ltd,FixedIncome-HK,Derivatives,EqOptions,Cash,Sell,OTC,New,Y,N,BKUS,Rebalance,,,250.0,232.0,25575680.0,Put,365.7051,433877.04,25-Nov-2027,European,712501.76,Y,127878.4,"Tesla, Inc. (TSLA)",440.96,,,,,,,,,,
EQD6535,FusionCap,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Feb-2026,CUST006535,Ian Robinson Banking Ltd,CCP,Michelle Miller Non-Banking Fin Co,Equity-HK,Derivatives,IndOptions,Physical,Sell,OTC,New,N,N,BKUS,Rebalance,S&P SmallCap 600,1900.0,250.0,117.0,55575000.0,Call,1961.02,1320014.4,24-Feb-2026,American,1485172.11,Y,555750.0,,,,,,,,,,,,
EQD6536,FrontArena,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,08-Nov-2027,CUST006536,Kenneth Walker Banking Ltd,CCP,David Allen Brokers Ltd,Forex-HK,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Passive,S&P MidCap 400,3500.0,50.0,114.0,19950000.0,Call,3502.6886,637085.35,06-Nov-2027,American,713674.18,Y,99750.0,,,,,,,,,,,,
EQD6537,Summit,28-Nov-2025,28-Nov-2025,28-Nov-2025,N,30-May-2026,CUST006537,Bakhshi Pandya Brokers Ltd,CCP,Stephanie Hammond Finance Company,Equity-LON,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Active,Dow Jones Transportation Average ,22500.0,50.0,208.0,234000000.0,Call,26662.3531,10799730.36,28-May-2026,American,6727261.68,Y,2340000.0,,,,,,,,,,,,
EQD6538,Bacardi,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,26-Nov-2026,CUST006538,Jake Randall Finance Company,Broker,Dr Russell Hudson Finance Company,Equity-NY,Derivatives,IndOptions,Physical,Sell,MTF,New,N,N,BKUS,Passive,S&P 100 ,3434.0,100.0,177.0,60781800.0,Call,3836.0407,1835643.21,24-Nov-2026,European,2500904.08,Y,607818.0,,,,,,,,,,,,
EQD6539,Sophis,03-Nov-2025,03-Nov-2025,03-Nov-2025,Y,05-May-2026,CUST006539,Debbie Deleon Pvt Ltd Company,Broker,Dustin Bradford Non-Banking Fin Co,Credit-NY,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Diversify,S&P MidCap 400,3500.0,100.0,216.0,75600000.0,Call,3318.0473,1761755.69,03-May-2026,European,1862544.13,Y,378000.0,,,,,,,,,,,,
EQD6540,FusionCap,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Dec-2025,CUST006540,Jesus Franklin Non-Banking Fin Co,CCP,Luis Zimmerman Pub Ltd Company,FixedIncome-LON,Derivatives,IndFutures,Cash,Buy,MTF,New,Y,N,BKUS,Diversify,Dow Jones Industrial Average (DJIA) ,46000.0,100.0,245.0,1127000000.0,,,,,,44853865.98,Y,5635000.0,,,INDF6540,45430.826074695055,13-Dec-2025,,,,,,,
EQD6541,Bacardi,07-Aug-2025,07-Aug-2025,07-Aug-2025,Y,09-Nov-2025,CUST006541,Rachana Mani Brokers Ltd,Broker,Dr John White Finance Company,Credit-HK,Derivatives,IndFutures,Cash,Sell,Exchange,New,Y,Y,BKUS,Rebalance,FTSE All-World,662.0,250.0,156.0,25818000.0,,,,,,563020.7,Y,258180.0,,,INDF6541,660.578153845514,07-Nov-2025,,,,,,,
EQD6542,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Feb-2026,CUST006542,Heather Murphy Mutual Fund,CCP,Grant Oconnor Non-Banking Fin Co,Forex-HK,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Active,Russell 1000,6000.0,250.0,225.0,337500000.0,Put,6117.2719,5705483.94,14-Feb-2026,American,12653951.35,Y,3375000.0,,,,,,,,,,,,
EQD6543,FrontArena,03-Mar-2025,03-Mar-2025,03-Mar-2025,Y,05-Jun-2025,CUST006543,Miss Annette Smith Pvt Ltd Company,CCP,Lisa Burns Non-Banking Fin Co,FixedIncome-LON,Derivatives,IndFutures,Physical,Sell,MTF,New,Y,Y,BKUS,Passive,Cboe Volatility Index (VIX) ,16.6,250.0,239.0,991850.0000000001,,,,,,26079.29,Y,4959.25,,,INDF6543,16.13019443781453,03-Jun-2025,,,,,,,
EQD6544,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2027,CUST006544,Leonard O'Brien Non-Banking Fin Co,OTC,Melody Juarez Banking Ltd,Credit-LON,Derivatives,IndOptions,Physical,Buy,Exchange,New,N,N,BKUS,Diversify,S&P 500 ,6815.0,50.0,136.0,46342000.0,Put,7257.8679,1995081.91,26-Nov-2027,European,2170542.56,Y,231710.0,,,,,,,,,,,,
EQD6545,Sophis,28-Aug-2025,28-Aug-2025,28-Aug-2025,Y,30-Nov-2025,CUST006545,Ryan Johnson Brokers Ltd,Broker,Nimrat Subramanian Mutual Fund,Forex-HK,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,Y,BKUS,Rebalance,Russell 2000 ,3100.0,100.0,183.0,56730000.0,Put,3129.9697,1614806.08,28-Nov-2025,European,2825478.39,Y,567300.0,,,,,,,,,,,,
EQD6546,FrontArena,29-Oct-2025,29-Oct-2025,29-Oct-2025,Y,31-Oct-2028,CUST006546,Hannah Edwards Pub Ltd Company,CCP,Martha Thompson Finance Company,FixedIncome-LON,Derivatives,IndFutures,Physical,Buy,MTF,New,Y,N,BKUS,Active,Russell 3000 ,7500.0,250.0,149.0,279375000.0,,,,,,11088029.27,Y,1396875.0,,,INDF6546,7011.477610230582,29-Oct-2028,,,,,,,
EQD6547,Bacardi,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,20-Dec-2025,CUST006547,Jairaj Gara Mutual Fund,CCP,Barbara Davis Non-Banking Fin Co,Credit-NY,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Passive,Russell 2000 ,3100.0,200.0,220.0,136400000.0,Put,2957.1972,3232446.17,18-Dec-2025,European,5558746.55,Y,682000.0,,,,,,,,,,,,
EQD6548,FrontArena,04-Jul-2025,04-Jul-2025,04-Jul-2025,Y,06-Oct-2025,CUST006548,Frances Morris Mutual Fund,CCP,Sai Bajaj Non-Banking Fin Co,FixedIncome-NY,Derivatives,IndOptions,Cash,Buy,MTF,Cancelled,Y,Y,BKUS,Passive,Nasdaq-100 ,25556.0,150.0,276.0,1058018400.0,Call,25476.6591,27447941.17,04-Oct-2025,European,36534389.17,Y,5290092.0,,,,,,,,,,,,
EQD6549,FusionCap,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-May-2026,CUST006549,Ian Reynolds Pub Ltd Company,CCP,David Thornton Non-Banking Fin Co,FixedIncome-HK,Derivatives,EqOptions,Physical,Sell,MTF,New,Y,N,BKUS,Diversify,,,10.0,108.0,476236.8,Put,455.7665,18155.66,19-May-2026,American,17485.86,Y,2381.18,"Tesla, Inc. (TSLA)",440.96,,,,,,,,,,
EQD6550,Bacardi,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-Feb-2026,CUST006550,Judy Hernandez Pub Ltd Company,OTC,Lynn Humphreys Non-Banking Fin Co,Credit-NY,Derivatives,IndOptions,Physical,Buy,Exchange,New,Y,N,BKUS,Active,MSCI World,20850.0,50.0,299.0,311707500.0,Call,18842.1249,11700797.01,07-Feb-2026,European,12905512.87,Y,3117075.0,,,,,,,,,,,,
EQD6551,Sophis,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,28-Nov-2026,CUST006551,Elizabeth Ray Mutual Fund,Broker,April Pearson MD Finance Company,Equity-NY,Derivatives,EqOptions,Physical,Sell,MTF,New,Y,N,BKUS,Rebalance,,,10.0,134.0,71368.4,Call,50.2311,2887.51,26-Nov-2026,European,1719.39,Y,713.68,Bank of America Corporation (BAC),53.26,,,,,,,,,,
EQD6552,Sophis,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,14-May-2026,CUST006552,James Miller Pvt Ltd Company,CCP,Atharv Rai Pub Ltd Company,Credit-LON,Derivatives,IndOptions,Cash,Sell,Exchange,New,Y,N,BKUS,Active,Dow Jones Industrial Average (DJIA) ,46000.0,50.0,296.0,680800000.0,Call,47060.4761,13479424.53,12-May-2026,European,33848990.76,Y,6808000.0,,,,,,,,,,,,
EQD6553,Sophis,03-Dec-2025,03-Dec-2025,03-Dec-2025,N,05-Dec-2027,CUST006553,Zachary Jones Non-Banking Fin Co,CCP,Ekapad Pant Banking Ltd,Credit-HK,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,N,BKUS,Rebalance,S&P MidCap 400,3500.0,100.0,142.0,49700000.0,Call,3057.235,1448035.34,03-Dec-2027,European,2322042.55,Y,248500.0,,,,,,,,,,,,
EQD6554,FusionCap,16-Aug-2024,16-Aug-2024,16-Aug-2024,Y,18-Feb-2025,CUST006554,Gabriel Sodhi Non-Banking Fin Co,Broker,Gautami Goel Mutual Fund,Equity-HK,Derivatives,IndFutures,Physical,Buy,MTF,New,Y,Y,BKUS,Passive,S&P 500 ,6815.0,100.0,255.0,173782500.0,,,,,,6611290.89,Y,868912.5,,,INDF6554,6278.164376684196,16-Feb-2025,,,,,,,
EQD6555,Summit,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,16-Nov-2028,CUST006555,Cory Hernandez Banking Ltd,Broker,Rajata Khare Finance Company,Equity-HK,Derivatives,IndOptions,Physical,Buy,OTC,New,Y,N,BKUS,Diversify,Nasdaq Composite,23414.0,150.0,105.0,368770500.0,Call,21792.7861,8955181.66,14-Nov-2028,European,18085534.32,Y,3687705.0,,,,,,,,,,,,
EQD6556,Summit,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,07-Jan-2026,CUST006556,David Simon Finance Company,CCP,Urvashi Joshi Pub Ltd Company,Credit-HK,Derivatives,IndFutures,Cash,Buy,OTC,New,N,N,BKUS,Rebalance,S&P SmallCap 600,1900.0,100.0,236.0,44840000.0,,,,,,1927302.61,Y,224200.0,,,INDF6556,1761.7228798655233,05-Jan-2026,,,,,,,
EQD6557,Bacardi,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,03-Mar-2026,CUST006557,Bethan Martin Finance Company,Broker,Aahana Nazareth Pvt Ltd Company,Forex-LON,Derivatives,IndOptions,Physical,Buy,MTF,New,Y,N,BKUS,Rebalance,S&P 500 ,6815.0,250.0,279.0,475346250.0,Call,5920.0157,13175486.97,01-Mar-2026,European,23723425.98,Y,2376731.25,,,,,,,,,,,,
EQD6558,FrontArena,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,02-Mar-2026,CUST006558,Dr Mohammad Patel Banking Ltd,Broker,Jairaj Nanda Pvt Ltd Company,Credit-HK,Derivatives,EqSwaps,Cash,Buy,OTC,New,N,N,BKUS,Passive,,,,,,,,,,,,Y,1009265.43,Micron Technology Inc (MU),235.54,,,,243.28190426824872,201853085.86,7.7,28-Nov-2025,28-Feb-2026,8.135,0.435
EQD6559,Bacardi,21-Nov-2023,21-Nov-2023,21-Nov-2023,Y,23-Nov-2024,CUST006559,Joseph Weber Brokers Ltd,OTC,Aashi Chakrabarti Finance Company,Equity-HK,Derivatives,IndOptions,Cash,Sell,MTF,Amended,Y,Y,BKUS,Diversify,Russell 3000 ,7500.0,200.0,147.0,220500000.0,Put,6075.6477,4103588.9,21-Nov-2024,European,10143598.15,Y,1102500.0,,,,,,,,,,,,
EQD6560,Bacardi,27-Aug-2024,27-Aug-2024,27-Aug-2024,Y,29-Nov-2024,CUST006560,Madeline Washington Banking Ltd,OTC,Sarah Bell Finance Company,Equity-LON,Derivatives,EqOptions,Cash,Buy,MTF,New,Y,Y,BKUS,Passive,,,50.0,172.0,374444.0,Call,37.2648,7016.96,27-Nov-2024,American,17009.14,Y,1872.22,Intel Corp (INTC),43.54,,,,,,,,,,
EQD6561,FusionCap,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-Nov-2028,CUST006561,Janani Singhal Pvt Ltd Company,CCP,Bonnie Montgomery Banking Ltd,Credit-HK,Derivatives,IndOptions,Cash,Sell,OTC,New,Y,N,BKUS,Active,Wilshire 5000,75000.0,100.0,196.0,1470000000.0,Call,68391.8367,46917614.56,07-Nov-2028,European,63676940.59,Y,7350000.0,,,,,,,,,,,,
EQD6562,Bacardi,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,23-Dec-2025,CUST006562,Steve Peters Finance Company,Broker,Gaurav Toor Non-Banking Fin Co,FixedIncome-NY,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,N,BKUS,Active,S&P Global 1200,8500.0,10.0,180.0,15300000.0,Put,9090.3798,513231.8,21-Dec-2025,American,607564.28,Y,153000.0,,,,,,,,,,,,
EQD6563,FrontArena,20-Nov-2025,20-Nov-2025,20-Nov-2025,Y,22-Nov-2027,CUST006563,Jennifer Black Pub Ltd Company,OTC,Abdul Subramanian Banking Ltd,Credit-LON,Derivatives,IndOptions,Cash,Buy,MTF,New,Y,N,BKUS,Passive,Dow Jones Industrial Average (DJIA) ,46000.0,150.0,134.0,924600000.0,Call,53185.1933,29845379.63,20-Nov-2027,European,42469604.97,Y,4623000.0,,,,,,,,,,,,
EQD6564,FrontArena,13-Nov-2025,13-Nov-2025,13-Nov-2025,Y,15-Dec-2025,CUST006564,Catherine Gibson Banking Ltd,OTC,Chanchal Bedi Non-Banking Fin Co,Credit-HK,Derivatives,EqOptions,Physical,Sell,Exchange,New,Y,N,BKUS,Passive,,,150.0,167.0,4558098.0,Call,193.9678,62250.28,13-Dec-2025,American,195208.47,Y,45580.98,MicroStrategy Inc Class A (MSTR),181.96,,,,,,,,,,
EQD6565,FrontArena,29-Mar-2023,29-Mar-2023,29-Mar-2023,Y,31-Mar-2025,CUST006565,Neel Verma Pub Ltd Company,OTC,Robin Figueroa Finance Company,Equity-LON,Derivatives,IndOptions,Cash,Buy,Exchange,New,Y,Y,BKUS,Diversify,S&P 100 ,3434.0,100.0,220.0,75548000.0,Put,3025.4253,3054636.44,29-Mar-2025,European,2115068.81,N,755480.0,,,,,,,,,,,,
EQD6566,FrontArena,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Feb-2026,CUST006566,Dominic Naik Mutual Fund,OTC,Deborah Hendricks Banking Ltd,Equity-HK,Derivatives,EqSwaps,Cash,Buy,OTC,New,Y,N,BKUS,Diversify,,,,,,,,,,,,Y,2387516.99,Alphabet Inc Class C (GOOG),317.7,,,,281.88849312587854,238751698.59,7.8,17-Nov-2025,17-Feb-2026,8.5817,0.7817
EQD6567,Bacardi,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,30-May-2026,CUST006567,Michele Turner Pub Ltd Company,Broker,Sandra Hammond Banking Ltd,Equity-LON,Derivatives,IndFutures,Physical,Sell,Exchange,New,N,N,BKUS,Diversify,S&P SmallCap 600,1900.0,50.0,261.0,24795000.0,,,,,,1143272.3,Y,247950.0,,,INDF6567,1958.5011314651126,28-May-2026,,,,,,,
EQD6568,FusionCap,06-Sep-2024,06-Sep-2024,06-Sep-2024,Y,08-Dec-2024,CUST006568,Vyanjana Sachdev Mutual Fund,CCP,Bhavini Kala Finance Company,Equity-LON,Derivatives,IndOptions,Cash,Buy,OTC,New,Y,Y,BKUS,Active,Russell 1000,6000.0,250.0,149.0,223500000.0,Call,6653.9056,7387721.97,06-Dec-2024,American,10628444.26,Y,2235000.0,,,,,,,,,,,,
EQD6569,FusionCap,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,21-Feb-2026,CUST006569,Ishani Sule Mutual Fund,OTC,Aashi Swaminathan Mutual Fund,Forex-NY,Derivatives,IndFutures,Cash,Sell,MTF,New,Y,N,BKUS,Diversify,MSCI World,20850.0,250.0,168.0,875700000.0,,,,,,37014905.46,N,4378500.0,,,INDF6569,20942.038223916014,19-Feb-2026,,,,,,,
EQD6570,FrontArena,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,29-Nov-2027,CUST006570,Michael Holt Mutual Fund,CCP,Nicole Gonzalez Non-Banking Fin Co,FixedIncome-LON,Derivatives,EqFutures,Cash,Sell,OTC,New,Y,N,BKUS,Rebalance,,,10.0,252.0,1205366.4,,,,,,36750.0,Y,6026.83,Microsoft Corp (MSFT),478.32,EQDF6570,,27-Nov-2027,539.1749214405191,,,,,,
EQD6571,FrontArena,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,19-Nov-2027,CUST006571,Darren Smith Finance Company,CCP,Patrick Raghavan Banking Ltd,Equity-NY,Derivatives,IndOptions,Cash,Sell,OTC,New,N,N,BKUS,Passive,S&P 100 ,3434.0,250.0,113.0,97010500.0,Put,4075.2461,2034370.87,17-Nov-2027,European,4169797.29,Y,970105.0,,,,,,,,,,,,
EQD6572,Summit,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,06-Nov-2028,CUST006572,Ronald Thomas Non-Banking Fin Co,Broker,Tina Leon Non-Banking Fin Co,Forex-NY,Derivatives,IndOptions,Cash,Sell,MTF,New,Y,N,BKUS,Passive,S&P Global 1200,8500.0,150.0,233.0,297075000.0,Call,10001.9734,6037582.74,04-Nov-2028,European,7372184.34,Y,2970750.0,,,,,,,,,,,,
EQD6573,FrontArena,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,09-Nov-2028,CUST006573,Janet Hopkins Pvt Ltd Company,Broker,Melissa Mitchell-Hunt Pvt Ltd Company,Forex-NY,Derivatives,IndFutures,Cash,Buy,OTC,New,Y,N,BKUS,Rebalance,Wilshire 5000,75000.0,150.0,231.0,2598750000.0,,,,,,117615013.47,Y,25987500.0,,,INDF6573,65806.46312498684,07-Nov-2028,,,,,,,
