Trade_ID,Booking_system,Trade_date,Value_date,Confirmation Date,Confirmation_flg,Customer_ID,Customer Name,Counterparty_Type,Counterparty,Trading_Desk_ID,Product_type,Product_subtype,Currency_pair,Base_currency,Quote_currency,Exchange_rate,Base_amount,Quote_amount,Base_amount_usd,Buy_sell,Settlement_date,Fees_commission,Execution_venue,Trade_status,Trade_capture_stp,Settlement_status,Legal_entity,Portfolio_strategy,Near_leg_date,Far_leg_date,Near_leg_rate,Far_leg_rate,Near_leg_amount,Far_leg_amount,Swap_points,Settlement_type,Settlement_stp,forward rate,Maturity_date_fwd,Option_type,Strike_price,Premium,Expiry_date,Style,Contract_code,Contract_size,futures_rate,Maturity_date_fut,Number_of_contracts,Initial Margin
FXS3787,Summit,10-May-2024,10-May-2024,10-May-2024,Y,CUST003787,Elliot Law Pvt Ltd Company,Broker,Julie Morrison Finance Company,FixedIncome-HK,Derivatives,FxSwaps,CNY/USD,CNY,USD,0.1475,4144798399.1,611514134.2,580271775.87,Buy,12-May-2026,41447983.99,OTC,New,Y,N,BKUS,Active,10-May-2024,10-May-2026,0.1475,0.146,4144798399.1,605199275.46,-0.0015,Cash,N,,,,,,,,,,,,,
FXS3788,Summit,03-Dec-2025,03-Dec-2025,03-Dec-2025,N,CUST003788,Christopher Barnes Pvt Ltd Company,OTC,William Ryan Pub Ltd Company,Forex-NY,Derivatives,FxForwards,SGD/AUD,SGD,AUD,1.1278,152274320.71,171733973.12,118773970.15,Buy,05-Jun-2026,761371.6,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,1.0109,03-Jun-2026,,,,,,,,,,,
FXS3789,Summit,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,CUST003789,Jessica Payne Non-Banking Fin Co,Broker,John Myers Mutual Fund,FixedIncome-HK,Derivatives,FxForwards,CNY/ZAR,CNY,ZAR,2.3802,5116543532.01,12178251032.34,716316094.48,Sell,04-Dec-2027,25582717.66,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,2.5883,02-Dec-2027,,,,,,,,,,,
FXS3790,Murex,17-Apr-2025,17-Apr-2025,17-Apr-2025,Y,CUST003790,Miss Sharon Watson Mutual Fund,Broker,Sierra Lopez Brokers Ltd,Forex-LON,Derivatives,FxSwaps,SGD/VEF,SGD,VEF,10.9926,752824709.38,8275509723.81,587203273.32,Sell,19-May-2025,3764123.55,OTC,New,Y,Y,BKUS,Diversify,17-Apr-2025,17-May-2025,10.9926,12.0062,752824709.38,9038560352.31,1.0136,Cash,Y,,,,,,,,,,,,,
FXS3791,Sophis,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST003791,Jennifer Smith Banking Ltd,OTC,Victoria Elliott Mutual Fund,Forex-HK,Derivatives,FxForwards,ZAR/DKK,ZAR,DKK,0.3251,14835251458.75,4822625517.28,830774081.69,Buy,09-Feb-2026,148352514.59,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,0.3088,07-Feb-2026,,,,,,,,,,,
FXS3792,Murex,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST003792,Sandra Shields Pub Ltd Company,Broker,Om Babu Pvt Ltd Company,Equity-NY,Derivatives,FxForwards,VEF/CNY,VEF,CNY,0.5922,4420348644.39,2617656419.51,353627891.55,Buy,01-Mar-2026,44203486.44,OTC,New,N,N,BKUS,Passive,,,,,,,,Physical,Y,0.5268,27-Feb-2026,,,,,,,,,,,
FXS3793,FrontArena,23-Oct-2024,23-Oct-2024,23-Oct-2024,Y,CUST003793,Danielle Medina Banking Ltd,OTC,Samantha Hart Mutual Fund,Forex-HK,Derivatives,FxForwards,USD/JPY,USD,JPY,130.1052,859807153.11,111865397274.28,859807153.11,Sell,25-Apr-2025,4299035.77,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,Physical,Y,105.1423,23-Apr-2025,,,,,,,,,,,
FXS3794,FrontArena,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,CUST003794,Rebekah Brown Mutual Fund,Broker,Hiral Sarma Pub Ltd Company,Equity-NY,Derivatives,FxSwaps,ZAR/GBP,ZAR,GBP,0.042,13097341734.7,550397912.06,733451137.14,Sell,21-Nov-2026,130973417.35,OTC,New,Y,N,BKUS,Passive,19-Nov-2025,19-Nov-2026,0.042,0.0431,13097341734.7,564657289.98,0.0011,Cash,Y,,,,,,,,,,,,,
FXS3795,Murex,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST003795,John Hill Mutual Fund,Broker,Toby Holmes Non-Banking Fin Co,Credit-HK,Derivatives,FxOptions,SGD/CNY,SGD,CNY,5.1507,1262092858.29,6500617091.88,984432429.47,Buy,06-Nov-2026,6310464.29,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Cash,Y,,,Put,5.5708,13820952.772190804,04-Nov-2026,European,,,,,,
FXS3796,Sophis,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST003796,Rachel Howard Pub Ltd Company,Broker,Maanas Panchal Pvt Ltd Company,Forex-LON,Derivatives,FxOptions,SGD/EGP,SGD,EGP,33.5299,551940585.29,18506503336.01,430513656.52,Buy,13-Nov-2026,2759702.93,OTC,New,N,N,BKUS,Rebalance,,,,,,,,Cash,Y,,,Call,31.2552,6026607.326148193,11-Nov-2026,European,,,,,,
FXS3797,Murex,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST003797,Leonard Mills Pub Ltd Company,OTC,Jacqueline Jones PhD Pvt Ltd Company,Credit-LON,Derivatives,FxSwaps,VEF/SGD,VEF,SGD,0.1139,2344405578.65,266929852.6,187552446.29,Sell,07-May-2026,23444055.79,OTC,Amended,Y,N,BKUS,Passive,05-Nov-2025,05-May-2026,0.1139,0.1253,2344405578.65,293728358.21,0.0114,Cash,Y,,,,,,,,,,,,,
FXS3798,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,N,CUST003798,Triya Nadig Pub Ltd Company,Broker,Benjamin Christian Mutual Fund,Forex-LON,Derivatives,FxSwaps,DKK/SGD,DKK,SGD,0.2198,4201811393.67,923678030.39,630271709.05,Buy,27-Feb-2026,21009056.97,OTC,New,Y,N,BKUS,Passive,25-Nov-2025,25-Feb-2026,0.2198,0.2046,4201811393.67,859780438.51,-0.0152,Cash,Y,,,,,,,,,,,,,
FXS3799,FusionCap,23-Feb-2023,23-Feb-2023,23-Feb-2023,Y,CUST003799,Noah Mangat Pub Ltd Company,Broker,Gary Hernandez Non-Banking Fin Co,FixedIncome-HK,Derivatives,FxForwards,CNY/DKK,CNY,DKK,0.9858,935648722.97,922372692.86,130990821.22,Buy,25-Aug-2023,4678243.61,OTC,New,Y,Y,BKUS,Passive,,,,,,,,Physical,Y,0.9853,23-Aug-2023,,,,,,,,,,,
FXS3800,Murex,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST003800,Miss Patricia Oliver Non-Banking Fin Co,Broker,Joanna Reyes Brokers Ltd,FixedIncome-HK,Derivatives,FxForwards,ZAR/EUR,ZAR,EUR,0.0531,3988382577.03,211590015.44,223349424.31,Sell,28-May-2026,39883825.77,OTC,New,N,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.0471,26-May-2026,,,,,,,,,,,
FXS3801,Summit,04-Dec-2023,04-Dec-2023,04-Dec-2023,Y,CUST003801,Nicole Horton Pub Ltd Company,Broker,Robert Dillon Non-Banking Fin Co,Credit-HK,Derivatives,FxOptions,AUD/SGD,AUD,SGD,0.9582,688814990.22,659993335.57,447729743.65,Buy,06-Dec-2025,6888149.9,OTC,New,Y,N,BKUS,Diversify,,,,,,,,Cash,Y,,,Put,1.0808,22159962.92940675,04-Dec-2025,American,,,,,,
FXS3802,Murex,12-Nov-2025,12-Nov-2025,12-Nov-2025,N,CUST003802,Marilyn Cunningham Finance Company,OTC,Henry Mejia Finance Company,FixedIncome-NY,Derivatives,FxSwaps,CNY/INR,CNY,INR,13.15,1850521756.69,24334447825.02,259073045.94,Sell,14-May-2026,9252608.78,OTC,New,N,N,BKUS,Active,12-Nov-2025,12-May-2026,13.15,10.5266,1850521756.69,19479656409.91,-2.6235,Cash,Y,,,,,,,,,,,,,
FXS3803,Summit,30-May-2023,30-May-2023,30-May-2023,Y,CUST003803,Anna Beck DDS Mutual Fund,Broker,Orinder Parekh Pvt Ltd Company,Credit-NY,Derivatives,FxSwaps,CNY/AUD,CNY,AUD,0.205,1558747282.92,319475486.85,218224619.61,Buy,01-Sep-2023,7793736.41,OTC,New,N,Y,BKUS,Active,30-May-2023,30-Aug-2023,0.205,0.2106,1558747282.92,328322219.11,0.0057,Cash,Y,,,,,,,,,,,,,
FXS3804,FrontArena,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST003804,Turvi Borde Mutual Fund,Broker,Crystal Barnett Pub Ltd Company,FixedIncome-LON,Derivatives,FxForwards,EGP/AUD,EGP,AUD,0.0283,15062625621.66,425621189.48,316315138.05,Sell,28-Nov-2026,150626256.22,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.028,26-Nov-2026,,,,,,,,,,,
FXS3805,Murex,06-Nov-2025,06-Nov-2025,06-Nov-2025,Y,CUST003805,Victoria Suarez Brokers Ltd,OTC,Sean Taylor Brokers Ltd,Equity-HK,Derivatives,FxForwards,CNY/EGP,CNY,EGP,6.8088,412825301.84,2810863572.59,57795542.26,Sell,08-Nov-2028,2064126.51,OTC,New,Y,N,BKUS,Active,,,,,,,,Physical,Y,7.8463,06-Nov-2028,,,,,,,,,,,
FXS3806,FusionCap,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST003806,Yashica Brahmbhatt Non-Banking Fin Co,OTC,Chaitanya Sarkar Banking Ltd,Forex-LON,Derivatives,FxSwaps,VEF/GBP,VEF,GBP,0.06,4507496590.39,270616268.38,360599727.23,Sell,07-Jan-2026,45074965.9,OTC,New,Y,N,BKUS,Active,05-Dec-2025,05-Jan-2026,0.06,0.0491,4507496590.39,221364155.12,-0.0109,Cash,Y,,,,,,,,,,,,,
FXS3807,FusionCap,27-Nov-2025,27-Nov-2025,27-Nov-2025,Y,CUST003807,Gillian Poole-Bevan Pvt Ltd Company,Broker,Naomi Johnston Mutual Fund,Forex-NY,Derivatives,FxFutures,CNY/EGP,CNY,EGP,6.2018,3353740144.11,20799063810.27,469523620.17,Buy,29-Nov-2026,16768700.72,Exchange,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,,,,,,,,GBPUSD-M25-ICE,100000.0,6.3157,27-Nov-2026,18.0,150758607.83
FXS3808,FusionCap,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,CUST003808,Krista Myers Finance Company,Broker,William Diaz Mutual Fund,Equity-NY,Derivatives,FxSwaps,USD/ZAR,USD,ZAR,17.5713,512686920.63,9008590829.48,512686920.63,Buy,12-Nov-2028,2563434.6,OTC,New,Y,N,BKUS,Rebalance,10-Nov-2025,10-Nov-2028,17.5713,19.0894,512686920.63,9786877935.79,1.5181,Cash,Y,,,,,,,,,,,,,
FXS3809,FusionCap,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST003809,Robert Smith Banking Ltd,OTC,Joan Hall Finance Company,Credit-NY,Derivatives,FxSwaps,DKK/CAD,DKK,CAD,0.1886,1268951729.89,239362546.02,190342759.48,Sell,09-Nov-2026,12689517.3,OTC,New,Y,N,BKUS,Passive,07-Nov-2025,07-Nov-2026,0.1886,0.186,1268951729.89,235986899.54,-0.0027,Cash,Y,,,,,,,,,,,,,
FXS3810,FrontArena,18-Sep-2024,18-Sep-2024,18-Sep-2024,Y,CUST003810,Cassandra Rodriguez Brokers Ltd,OTC,Christian Edwards Banking Ltd,FixedIncome-HK,Derivatives,FxOptions,ZAR/VEF,ZAR,VEF,0.7137,7533634552.35,5376441194.58,421883534.93,Sell,20-Oct-2024,37668172.76,OTC,New,Y,N,BKUS,Passive,,,,,,,,Cash,Y,,,Put,0.6235,360890257.49709564,18-Oct-2024,European,,,,,,
FXS3811,Murex,02-Dec-2025,02-Dec-2025,02-Dec-2025,Y,CUST003811,Peter Sehgal Non-Banking Fin Co,Broker,Robert Moore Non-Banking Fin Co,FixedIncome-NY,Derivatives,FxSwaps,EGP/USD,EGP,USD,0.0211,46967565112.1,991018690.43,986318867.35,Sell,04-Dec-2028,469675651.12,OTC,New,Y,N,BKUS,Rebalance,02-Dec-2025,02-Dec-2028,0.0211,0.0225,46967565112.1,1058162217.66,0.0014,Cash,Y,,,,,,,,,,,,,
FXS3812,FusionCap,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,CUST003812,Carrie Lester Brokers Ltd,Broker,Joshua Deleon Pvt Ltd Company,Forex-LON,Derivatives,FxSwaps,DKK/CAD,DKK,CAD,0.2251,1757522556.82,395587982.51,263628383.52,Sell,05-Dec-2028,17575225.57,OTC,New,N,N,BKUS,Active,03-Dec-2025,03-Dec-2028,0.2251,0.2421,1757522556.82,425445870.19,0.017,Cash,Y,,,,,,,,,,,,,
FXS3813,Summit,28-Nov-2025,28-Nov-2025,28-Nov-2025,Y,CUST003813,Aadi Dugar Brokers Ltd,OTC,Vihaan Deshmukh Banking Ltd,Credit-NY,Derivatives,FxSwaps,CNY/SGD,CNY,SGD,0.1662,5804435587.79,964785592.41,812620982.29,Buy,30-May-2026,29022177.94,OTC,New,N,N,BKUS,Rebalance,28-Nov-2025,28-May-2026,0.1662,0.1419,5804435587.79,823375476.13,-0.0244,Cash,Y,,,,,,,,,,,,,
FXS3814,Murex,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,CUST003814,Mr Lewis Austin Non-Banking Fin Co,Broker,Matthew West Pub Ltd Company,FixedIncome-NY,Derivatives,FxSwaps,USD/VEF,USD,VEF,14.0065,283019288.76,3964097458.76,283019288.76,Buy,26-May-2026,2830192.89,OTC,New,Y,N,BKUS,Active,24-Nov-2025,24-May-2026,14.0065,15.0308,283019288.76,4254016352.59,1.0244,Cash,Y,,,,,,,,,,,,,
FXS3815,Murex,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST003815,Ronald Alexander Banking Ltd,Broker,Patrick Perry Mutual Fund,FixedIncome-LON,Derivatives,FxOptions,CNY/SGD,CNY,SGD,0.1976,1108474935.42,219088506.34,155186490.96,Buy,13-Dec-2025,11084749.35,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,,,Call,0.2101,39003315.49926858,11-Dec-2025,European,,,,,,
FXS3816,Murex,01-Dec-2025,01-Dec-2025,01-Dec-2025,Y,CUST003816,Timothy Bailey Brokers Ltd,OTC,Daniel Villarreal Banking Ltd,Equity-LON,Derivatives,FxForwards,CNY/VEF,CNY,VEF,1.9766,6936185663.82,13709898759.08,971065992.93,Buy,03-Jun-2026,34680928.32,OTC,New,N,N,BKUS,Diversify,,,,,,,,Physical,Y,2.0614,01-Jun-2026,,,,,,,,,,,
FXS3817,Summit,03-Dec-2025,03-Dec-2025,03-Dec-2025,Y,CUST003817,Ben Pickering Pvt Ltd Company,Broker,Allison Gordon DDS Finance Company,Equity-LON,Derivatives,FxSwaps,DKK/CAD,DKK,CAD,0.1894,812530678.63,153893717.73,121879601.79,Buy,05-Dec-2027,4062653.39,OTC,New,Y,N,BKUS,Diversify,03-Dec-2025,03-Dec-2027,0.1894,0.1967,812530678.63,159844291.89,0.0073,Cash,Y,,,,,,,,,,,,,
FXS3818,Sophis,03-Oct-2023,03-Oct-2023,03-Oct-2023,Y,CUST003818,Maria Torres Non-Banking Fin Co,Broker,Keith Nash Finance Company,FixedIncome-NY,Derivatives,FxFutures,EGP/ZAR,EGP,ZAR,0.3472,20175278347.66,7004941491.31,423680845.3,Buy,05-Nov-2023,201752783.48,Exchange,New,Y,Y,BKUS,Active,,,,,,,,Physical,Y,,,,,,,,EURUSD-H26-CME,100000.0,0.3181,03-Nov-2023,10.0,531149451.18
FXS3819,Summit,19-Nov-2025,19-Nov-2025,19-Nov-2025,Y,CUST003819,Girik Ramachandran Banking Ltd,Broker,Dalton Miller Pvt Ltd Company,Credit-HK,Derivatives,FxSwaps,CNY/DKK,CNY,DKK,0.894,4894887773.13,4376034896.72,685284288.24,Buy,21-Dec-2025,24474438.87,OTC,New,Y,N,BKUS,Diversify,19-Nov-2025,19-Dec-2025,0.894,0.7735,4894887773.13,3786023139.87,-0.1205,Cash,N,,,,,,,,,,,,,
FXS3820,Murex,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST003820,Bhavna Uppal Pub Ltd Company,OTC,Ekbal Nanda Banking Ltd,FixedIncome-NY,Derivatives,FxOptions,EGP/EUR,EGP,EUR,0.0206,27917174667.14,574362113.3,586260668.01,Sell,16-Nov-2028,139585873.34,OTC,New,Y,N,BKUS,Passive,,,,,,,,Cash,Y,,,Call,0.0218,1232439064.8395295,14-Nov-2028,American,,,,,,
FXS3821,FrontArena,27-Nov-2025,27-Nov-2025,27-Nov-2025,N,CUST003821,Aryan Raghavan Banking Ltd,Broker,Anna Watkins Non-Banking Fin Co,Forex-HK,Derivatives,FxSwaps,VEF/EGP,VEF,EGP,3.8365,2603130041.24,9986806072.61,208250403.3,Buy,29-Nov-2026,26031300.41,OTC,Amended,Y,N,BKUS,Diversify,27-Nov-2025,27-Nov-2026,3.8365,4.2643,2603130041.24,11100503897.66,0.4278,Cash,Y,,,,,,,,,,,,,
FXS3822,Sophis,05-Dec-2025,05-Dec-2025,05-Dec-2025,Y,CUST003822,Irene Allen Banking Ltd,Broker,Sharon Smith Pub Ltd Company,Equity-HK,Derivatives,FxSwaps,CNY/JPY,CNY,JPY,21.5372,2421898007.18,52160859947.19,339065721.01,Sell,07-Dec-2026,12109490.04,OTC,New,Y,N,BKUS,Rebalance,05-Dec-2025,05-Dec-2026,21.5372,21.6535,2421898007.18,52442614915.86,0.1163,Cash,Y,,,,,,,,,,,,,
FXS3823,Summit,18-Sep-2024,18-Sep-2024,18-Sep-2024,Y,CUST003823,Warhi Bora Mutual Fund,Broker,Donald Mcdonald Pub Ltd Company,Forex-LON,Derivatives,FxForwards,USD/CNY,USD,CNY,7.6667,398567713.08,3055679915.03,398567713.08,Sell,20-Sep-2026,3985677.13,OTC,New,N,N,BKUS,Rebalance,,,,,,,,Physical,Y,8.0219,18-Sep-2026,,,,,,,,,,,
FXS3824,FusionCap,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST003824,Lynda Saunders-Hall Pvt Ltd Company,Broker,Chatresh Dalal Pub Ltd Company,Forex-NY,Derivatives,FxSwaps,CNY/USD,CNY,USD,0.1479,3704844457.68,548026273.42,518678224.08,Sell,14-May-2026,18524222.29,OTC,New,Y,N,BKUS,Diversify,12-Nov-2025,12-May-2026,0.1479,0.1721,3704844457.68,637759808.77,0.0242,Cash,N,,,,,,,,,,,,,
FXS3825,Murex,12-Nov-2025,12-Nov-2025,12-Nov-2025,Y,CUST003825,Mandy Patel-McKenzie Mutual Fund,OTC,Rebecca Pearson Finance Company,Forex-NY,Derivatives,FxForwards,USD/EUR,USD,EUR,0.8061,751221339.25,605564944.28,751221339.25,Buy,14-Nov-2028,3756106.7,OTC,New,Y,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.7139,12-Nov-2028,,,,,,,,,,,
FXS3826,FrontArena,04-May-2023,04-May-2023,04-May-2023,Y,CUST003826,Sharon Taylor Non-Banking Fin Co,Broker,Angela Perkins Finance Company,Forex-HK,Derivatives,FxForwards,SGD/CAD,SGD,CAD,1.1374,728111523.39,828179643.27,567926988.25,Sell,06-May-2024,7281115.23,OTC,New,Y,Y,BKUS,Diversify,,,,,,,,Physical,Y,1.1783,04-May-2024,,,,,,,,,,,
FXS3827,Murex,26-Nov-2025,26-Nov-2025,26-Nov-2025,Y,CUST003827,Yashodhara Sant Banking Ltd,Broker,Aachal Borah Pvt Ltd Company,FixedIncome-HK,Derivatives,FxForwards,EGP/CNY,EGP,CNY,0.1524,13262052979.82,2021364669.31,278503112.58,Buy,28-Nov-2027,132620529.8,OTC,New,N,N,BKUS,Rebalance,,,,,,,,Physical,Y,0.1567,26-Nov-2027,,,,,,,,,,,
FXS3828,Murex,04-Nov-2025,04-Nov-2025,04-Nov-2025,Y,CUST003828,Nimrat Oommen Non-Banking Fin Co,Broker,Barbara Sullivan MD Pub Ltd Company,FixedIncome-NY,Derivatives,FxSwaps,USD/CNY,USD,CNY,7.5272,580474941.42,4369342302.42,580474941.42,Buy,06-Nov-2027,2902374.71,OTC,New,Y,N,BKUS,Passive,04-Nov-2025,04-Nov-2027,7.5272,7.7435,580474941.42,4494934276.42,0.2164,Cash,Y,,,,,,,,,,,,,
FXS3829,Sophis,07-Nov-2025,07-Nov-2025,07-Nov-2025,Y,CUST003829,Dana Young Non-Banking Fin Co,OTC,Charan Saini Non-Banking Fin Co,Equity-HK,Derivatives,FxSwaps,EGP/SGD,EGP,SGD,0.025,2109934151.14,52697512.5,44308617.17,Buy,09-Feb-2026,10549670.76,OTC,New,N,N,BKUS,Passive,07-Nov-2025,07-Feb-2026,0.025,0.025,2109934151.14,52784540.05,0.0,Cash,Y,,,,,,,,,,,,,
FXS3830,FusionCap,11-Nov-2025,11-Nov-2025,11-Nov-2025,Y,CUST003830,Justin Sharp Finance Company,Broker,Carol Abbott Mutual Fund,FixedIncome-NY,Derivatives,FxSwaps,DKK/EUR,DKK,EUR,0.1365,4402307613.27,600997503.19,660346141.99,Sell,13-May-2026,44023076.13,OTC,New,Y,N,BKUS,Rebalance,11-Nov-2025,11-May-2026,0.1365,0.1253,4402307613.27,551527762.19,-0.0112,Cash,Y,,,,,,,,,,,,,
FXS3831,Murex,14-Nov-2025,14-Nov-2025,14-Nov-2025,Y,CUST003831,Latasha Moss Banking Ltd,OTC,Brenda Mcintosh Mutual Fund,FixedIncome-LON,Derivatives,FxSwaps,EGP/SGD,EGP,SGD,0.0302,45526636108.56,1375057515.63,956059358.28,Buy,16-Feb-2026,227633180.54,OTC,New,N,N,BKUS,Rebalance,14-Nov-2025,14-Feb-2026,0.0302,0.0242,45526636108.56,1100766205.13,-0.006,Cash,Y,,,,,,,,,,,,,
FXS3832,FrontArena,13-Mar-2023,13-Mar-2023,13-Mar-2023,Y,CUST003832,Rebecca Vang Pvt Ltd Company,Broker,Dean Gonzalez Pvt Ltd Company,Forex-NY,Derivatives,FxForwards,SGD/USD,SGD,USD,0.828,280117690.93,231926381.26,218491798.92,Sell,15-Jun-2023,1400588.45,OTC,New,Y,Y,BKUS,Passive,,,,,,,,Physical,Y,0.9742,13-Jun-2023,,,,,,,,,,,
FXS3833,FrontArena,14-Nov-2025,14-Nov-2025,14-Nov-2025,N,CUST003833,Omisha Soni Banking Ltd,OTC,Johnathan Wright Pvt Ltd Company,FixedIncome-HK,Derivatives,FxSwaps,DKK/VEF,DKK,VEF,1.8634,4042854579.71,7533589970.94,606428186.96,Sell,16-Dec-2025,40428545.8,OTC,New,N,N,BKUS,Passive,14-Nov-2025,14-Dec-2025,1.8634,2.071,4042854579.71,8372637469.3,0.2075,Cash,Y,,,,,,,,,,,,,
FXS3834,FusionCap,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,CUST003834,Turvi Bedi Mutual Fund,Broker,Brandon Snow Pub Ltd Company,FixedIncome-HK,Derivatives,FxForwards,DKK/USD,DKK,USD,0.1363,1708930004.12,232926704.84,256339500.62,Buy,20-May-2026,17089300.04,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,0.1206,18-May-2026,,,,,,,,,,,
FXS3835,Sophis,25-Nov-2025,25-Nov-2025,25-Nov-2025,Y,CUST003835,Jonathan Mannan Brokers Ltd,OTC,Chakrika Patla Finance Company,Forex-HK,Derivatives,FxFutures,SGD/DKK,SGD,DKK,4.8187,226406976.3,1090989316.27,176597441.51,Sell,27-Nov-2026,1132034.88,Exchange,New,Y,N,BKUS,Diversify,,,,,,,,Physical,Y,,,,,,,,EURUSD-H26-CME,62500.0,4.3686,25-Nov-2026,20.0,5003452.1
FXS3836,Murex,24-Nov-2025,24-Nov-2025,24-Nov-2025,Y,CUST003836,Stephanie Estrada Non-Banking Fin Co,OTC,Benjamin Blake Mutual Fund,FixedIncome-NY,Derivatives,FxForwards,DKK/USD,DKK,USD,0.1559,5067516506.61,790109812.5,760127475.99,Buy,26-May-2026,25337582.53,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,N,0.1547,24-May-2026,,,,,,,,,,,
FXS3837,FusionCap,18-Nov-2025,18-Nov-2025,18-Nov-2025,Y,CUST003837,Christian Mejia Finance Company,Broker,Chaman Patla Mutual Fund,Equity-LON,Derivatives,FxSwaps,VEF/INR,VEF,INR,7.3626,1677292844.24,12349197891.81,134183427.54,Buy,20-Feb-2026,16772928.44,OTC,New,Y,N,BKUS,Diversify,18-Nov-2025,18-Feb-2026,7.3626,8.577,1677292844.24,14386078478.41,1.2144,Cash,N,,,,,,,,,,,,,
FXS3838,Murex,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST003838,Tanish Vaidya Pvt Ltd Company,OTC,Nicole Brown Brokers Ltd,Forex-LON,Derivatives,FxForwards,VEF/SGD,VEF,SGD,0.0989,2785446287.47,275368787.39,222835703.0,Buy,07-Feb-2026,13927231.44,OTC,New,N,N,BKUS,Diversify,,,,,,,,Physical,Y,0.0944,05-Feb-2026,,,,,,,,,,,
FXS3839,Sophis,10-Nov-2025,10-Nov-2025,10-Nov-2025,Y,CUST003839,Julian Lucero Finance Company,OTC,Yolanda Campbell Brokers Ltd,Credit-HK,Derivatives,FxSwaps,EGP/CNY,EGP,CNY,0.1702,22771153282.59,3875558954.66,478194218.93,Sell,12-May-2026,227711532.83,OTC,New,Y,N,BKUS,Rebalance,10-Nov-2025,10-May-2026,0.1702,0.1371,22771153282.59,3122802124.54,-0.0331,Cash,Y,,,,,,,,,,,,,
FXS3840,FusionCap,17-Nov-2025,17-Nov-2025,17-Nov-2025,Y,CUST003840,Panini Vasa Pvt Ltd Company,Broker,Yoshita Nayak Mutual Fund,FixedIncome-NY,Derivatives,FxForwards,ZAR/JPY,ZAR,JPY,8.081,3647217950.99,29473109886.58,204244205.26,Buy,19-Feb-2026,36472179.51,OTC,New,Y,N,BKUS,Passive,,,,,,,,Physical,Y,9.2162,17-Feb-2026,,,,,,,,,,,
FXS3841,Murex,21-Nov-2025,21-Nov-2025,21-Nov-2025,Y,CUST003841,Pallavi Som Finance Company,OTC,Yashica Prabhakar Brokers Ltd,Equity-HK,Derivatives,FxSwaps,DKK/SGD,DKK,SGD,0.1901,1247071925.49,237092371.38,187060788.82,Buy,23-May-2026,6235359.63,OTC,New,N,N,BKUS,Active,21-Nov-2025,21-May-2026,0.1901,0.1795,1247071925.49,223817614.37,-0.0106,Cash,Y,,,,,,,,,,,,,
FXS3842,Summit,20-Sep-2023,20-Sep-2023,20-Sep-2023,Y,CUST003842,Gagan Devi Banking Ltd,Broker,Luke Austin Non-Banking Fin Co,Forex-NY,Derivatives,FxForwards,EGP/ZAR,EGP,ZAR,0.335,39026889755.8,13074493913.65,819564684.87,Buy,22-Mar-2024,195134448.78,OTC,New,Y,Y,BKUS,Rebalance,,,,,,,,Physical,Y,0.2819,20-Mar-2024,,,,,,,,,,,
FXS3843,Sophis,05-Nov-2025,05-Nov-2025,05-Nov-2025,Y,CUST003843,Zachary Booth Pvt Ltd Company,Broker,Desiree Ramirez Pvt Ltd Company,Forex-HK,Derivatives,FxSwaps,USD/VEF,USD,VEF,11.2497,117155764.53,1317965097.84,117155764.53,Sell,07-May-2026,1171557.65,OTC,New,Y,N,BKUS,Passive,05-Nov-2025,05-May-2026,11.2497,12.5042,117155764.53,1464934690.89,1.2545,Cash,Y,,,,,,,,,,,,,
